"time","sim.num.1","sim.num.2","sim.num.3","sim.num.4","sim.num.5","sim.num.6","sim.num.7","sim.num.8","sim.num.9","sim.num.10"
0,0.648604401414143,0.72324661827022,0.671983643440641,1.03235409955375,0.541060138177393,0.61697073327404,0.663964381841492,0.983892297231303,1.02473204263315,0.423755550415054
0.2,0.575815541052927,0.637788894355725,0.575056093247588,0.849788011890068,0.489200291807169,0.562812600483672,0.582149026906439,0.863899919497751,0.861973610340882,0.391014358353077
0.4,0.563094898247921,0.614820067868461,0.559122404189461,0.620452374139103,0.534421116980257,0.646635177821079,0.553248296146035,0.666639776564438,0.641489095971252,0.473516488876525
0.6,0.581974426780312,0.622544277395115,0.612009035169043,0.438563816199585,0.683358710917668,0.661425189289134,0.575237958828261,0.484415914738786,0.45233607839159,0.690481380191465
0.8,0.567769685545557,0.607475683155599,0.651920494457786,0.356470802535642,0.820076014765753,0.646964829551379,0.563368575633634,0.395137773311775,0.350814197944932,0.73866947666221
1,0.538411378191123,0.630599556975352,0.645202108685301,0.408425014130965,0.723723237931503,0.658272897188539,0.543432322430141,0.444931097111756,0.362393974707772,0.627130540854388
1.2,0.525018092151952,0.623060601579197,0.648448820257735,0.497509802373559,0.616487241118096,0.661704867651359,0.563995781369766,0.506825189857151,0.451491947599103,0.535716345128956
1.4,0.523539187969505,0.612317959142664,0.64705538813387,0.522395576020281,0.617891311486422,0.65825755581675,0.604647010647669,0.519191109878177,0.488139231230203,0.527672319552915
1.6,0.51646031035105,0.610537055105394,0.65721970590404,0.515528567361166,0.624263180897461,0.643903726935706,0.634327098178107,0.534935096959514,0.489778792927365,0.518009421626543
1.8,0.525560356922074,0.613361041652574,0.650270387270629,0.500790033660098,0.591106071716418,0.629071201980475,0.643038520081612,0.531351993631703,0.503894577975103,0.517634420788366
2,0.532992190981097,0.613319697607082,0.604406877507714,0.484074537068393,0.544889014959005,0.604838335995323,0.661105271322487,0.503598237271063,0.503965636337269,0.535661258001507
2.2,0.537885866675978,0.607624791485883,0.571385246779149,0.469824272094337,0.512314741338565,0.578626168599715,0.667020341234703,0.460322022694692,0.507677328163855,0.5576662102374
2.4,0.544427767884462,0.58949896295858,0.545540425752497,0.448849643129961,0.478731919809617,0.53842184965433,0.647120011919184,0.423699353339137,0.526479043116293,0.568937874602095
2.6,0.553435549448745,0.589474360823551,0.522574248171081,0.439356272890212,0.452347692012537,0.500906767814755,0.633681507939779,0.403980217863626,0.528691797476843,0.568534327052383
2.8,0.572102053295011,0.603332928366508,0.49723292624549,0.437838371556211,0.441260753581511,0.472322801284179,0.615504732136251,0.400306330811067,0.533112175984661,0.554697313612226
3,0.590891212058877,0.61933992284966,0.475992864287357,0.43766092841477,0.433291977237159,0.452706143077015,0.603709462477709,0.394096636491916,0.536161368628723,0.538278293370283
3.2,0.596028800128154,0.620448703867121,0.467866277985347,0.437230758214902,0.426603079125948,0.429998469704374,0.591286949785713,0.400591299356626,0.53190822663034,0.525099956824191
3.4,0.59049509005591,0.621463473398222,0.460029529632361,0.437524034485557,0.451728486400294,0.426792234420902,0.562718817282867,0.411387023744438,0.528317953936078,0.510323595924914
3.6,0.575059478840714,0.623394101022031,0.455915902432576,0.433003279573145,0.471998814210734,0.44996043249723,0.535277049670942,0.412721724553652,0.519263882418707,0.500016681999672
3.8,0.552083058738871,0.626981638111244,0.460901861729829,0.430320864607396,0.479734189159439,0.485044211579931,0.515987733555388,0.414084681424299,0.519781098408026,0.496122296574796
4,0.533848835776239,0.634464567700377,0.484558760918757,0.440183379441408,0.481848967153072,0.50013722197397,0.501159467791604,0.422775026201309,0.518741347261348,0.48645273788775
4.2,0.518349234292807,0.64054653518634,0.510057979012541,0.463111503954339,0.484006447539028,0.506553530107863,0.492590868383534,0.440462491934629,0.523255216034756,0.47685513811553
4.4,0.505944057771594,0.641892385543624,0.530068688870937,0.486238612513295,0.490888131687231,0.512739238939232,0.495617606675042,0.459067022405509,0.523885438047027,0.470683163427254
4.6,0.495125198030578,0.636705765876943,0.531292089356827,0.510371002236506,0.491629431035407,0.510634765487723,0.496062552755167,0.472261367231151,0.525952696998804,0.465027311205262
4.8,0.485788725244163,0.632064699190392,0.533049368327852,0.533890398907618,0.488888721497628,0.514680045071188,0.497601029777784,0.485728035279624,0.523471377770328,0.463439274598233
5,0.474953859510589,0.62655452691361,0.527250402795757,0.559573932502596,0.485243182018262,0.519015681947882,0.497465605628153,0.498016125350492,0.521030280955873,0.471419180080761
5.2,0.465976404567954,0.616860814414657,0.524850932064447,0.582276242959352,0.484830197473759,0.519543936576087,0.498321702174383,0.507170637753664,0.515563836589362,0.483914252319765
5.4,0.453723785013134,0.607756111562377,0.51779322590676,0.588234264608544,0.489787716655408,0.515425618869001,0.50349451595414,0.508851034092399,0.509545965918808,0.487774666089598
5.6,0.444942171215514,0.598784887105151,0.51335770314356,0.588185745397336,0.491398562871173,0.513991934630087,0.507517888322307,0.511199968904205,0.504937872294077,0.483804650803032
5.8,0.440706422409909,0.585700367740421,0.512235366023452,0.591676304955695,0.48541452216353,0.511000127268242,0.512856637667373,0.512194880307919,0.502205904144719,0.484293863767422
6,0.434142014728597,0.567142769029114,0.518473545865258,0.601144034569334,0.470317639152645,0.512888954280667,0.513680301893681,0.509040188787887,0.49315151376033,0.480607388067703
6.2,0.429108698883541,0.544632415064251,0.521714158044562,0.603689933575828,0.449723748071858,0.515314889586874,0.516718629952864,0.500995224158059,0.48925064166752,0.474608771296066
6.4,0.422393530059746,0.525303321524166,0.518061227039445,0.595050607650038,0.448670162344144,0.509264862202257,0.518085708198909,0.493139806807817,0.499359018682973,0.468255059137663
6.6,0.417028633274252,0.509114368596388,0.50796161387546,0.588612180470992,0.447309956830492,0.496187924642485,0.519171963199551,0.489805461777811,0.524562541312717,0.463636957609346
