"time","mean.HR","SE.HR","median.HR","X0.","X10.","X20.","X30.","X40.","X50.","X60.","X70.","X80.","X90.","X100.","X0..1","X25.","X50..1","X75.","X100..1","X2.5.","X7.5.","BSE_sim_1","BSE_sim_2","BSE_sim_3","BSE_sim_4","BSE_sim_5","BSE_sim_6","BSE_sim_7","BSE_sim_8","BSE_sim_9","BSE_sim_10","true.hr"
0,0.733056390625119,0.21063656519655,0.667974012641067,0.423755550415054,0.529329679401159,0.60178861425471,0.639114300972112,0.657820389670553,0.667974012641067,0.692488833372473,0.801440321958545,0.992060246311673,1.02549424832521,1.03235409955375,0.423755550415054,0.624879150309065,0.667974012641067,0.918730877491032,1.03235409955375,0.45014908266158,0.502936147154633,0.176580821278563,0.159937421643784,0.160109080301565,0.164246803964878,0.176902636580299,0.172939970273427,0.095384605663576,0.160814918107354,0.14818620757985,0.100437578350931,0.5
0.2,0.63894983479353,0.165255598444129,0.578982283979683,0.391014358353077,0.47938169846176,0.548090138748371,0.571383045418413,0.575511761930791,0.578982283979683,0.604404973886153,0.701388629616028,0.852225131580231,0.862166241256569,0.863899919497751,0.391014358353077,0.565873473674651,0.578982283979683,0.796788232506482,0.863899919497751,0.413106193380248,0.457289863434589,0.14473629726596,0.116830597763779,0.121964869464803,0.131658439894174,0.13782759599684,0.149280591731088,0.0808090640944744,0.140029157377729,0.124704127732378,0.0861938145757221,0.5
0.4,0.587343969680453,0.0604525363612752,0.588957483058191,0.473516488876525,0.528330654169884,0.54948286031288,0.557360171776433,0.561505900624537,0.588957483058191,0.617072990376718,0.626763390688748,0.642518312341217,0.648635637695415,0.666639776564438,0.473516488876525,0.554716823156892,0.588957483058191,0.636229915513215,0.666639776564438,0.487220030199865,0.514627112846544,0.0656272727143887,0.0527628188236024,0.0642847311219939,0.0710047195877958,0.0505622640476031,0.0795828213406823,0.0503429107138447,0.0766788630554703,0.0568853821899146,0.048655026226968,0.5
0.6,0.580234678790096,0.0929865144305244,0.596991730974678,0.438563816199585,0.450958852172389,0.477999947469346,0.547991345601418,0.579279839599491,0.596991730974678,0.616223132059472,0.634208550963321,0.665811893614841,0.684070977845048,0.690481380191465,0.438563816199585,0.507121425761154,0.596991730974678,0.651704961315629,0.690481380191465,0.441662575192786,0.447860093179188,0.0709466093895915,0.0939548691108636,0.122738853755796,0.113657463600936,0.0520572581751234,0.124385241188703,0.0698795855631737,0.0834070443211353,0.0675368250712109,0.0627766867774919,0.5
0.8,0.569866753356427,0.159613801132037,0.587622684350578,0.350814197944932,0.355905142076571,0.387404379156549,0.512899334937077,0.566009241580788,0.587622684350578,0.623271341713911,0.648451529023301,0.66927029089867,0.746810130472565,0.820076014765753,0.350814197944932,0.43719547389224,0.587622684350578,0.650681578231184,0.820076014765753,0.352086933977842,0.354632406043661,0.0926743860815838,0.159271684867565,0.217813279586872,0.186974398468586,0.0839580341830549,0.208753248364028,0.115784074145766,0.131346462218907,0.0999531222231462,0.0699404709298761,0.5
1,0.558252212820684,0.119808665129894,0.585281431642264,0.362393974707772,0.403821910188646,0.437629880515598,0.510367293867313,0.541423944734534,0.585281431642264,0.628518147302774,0.634980322488337,0.647816266385949,0.664817931262835,0.723723237931503,0.362393974707772,0.468301167381598,0.585281431642264,0.641551470757814,0.723723237931503,0.37275095857799,0.393464926318427,0.0806713448864722,0.124825672755599,0.20342906438529,0.143365051033566,0.0667963766105028,0.167390372241618,0.102673097762755,0.094744333890427,0.0902540549535303,0.0608180042502016,0.5
1.2,0.563025868908687,0.0711640840057522,0.549856063249361,0.451491947599103,0.492908016896113,0.504962112360432,0.519560221463512,0.531437043938154,0.549856063249361,0.584992365269098,0.618459249256426,0.628138245314904,0.649774424997098,0.661704867651359,0.451491947599103,0.511373415430851,0.549856063249361,0.621417261463922,0.661704867651359,0.461845964923356,0.482553999571861,0.0799189399478291,0.0721810274961231,0.163150323403837,0.0895767826847659,0.0513206342003788,0.0908073031864381,0.0622552551697482,0.0822506031659682,0.0773067706888279,0.0593522410934523,0.5
1.4,0.572110664987846,0.0618837011471304,0.566159665100292,0.488139231230203,0.51608592201338,0.52175468279186,0.523196104384738,0.526019066919551,0.566159665100292,0.607715390045667,0.613989964845792,0.623724126815911,0.648175604902158,0.65825755581675,0.488139231230203,0.522681479007587,0.566159665100292,0.616497973400482,0.65825755581675,0.495125903925998,0.509099249317586,0.0854749275151733,0.0652310097028594,0.13838131699288,0.0881026595383424,0.0583420032541389,0.0704838240785387,0.0545871156920809,0.0913092343101877,0.0908195104702106,0.0597080749410152,0.5
1.6,0.574496295624634,0.0648024669264187,0.572736076032454,0.489778792927365,0.512953589917786,0.516273961753073,0.517544688243895,0.528164826826326,0.572736076032454,0.616027505422221,0.627282356081655,0.636242423929627,0.645235324832539,0.65721970590404,0.489778792927365,0.516847588169923,0.572736076032454,0.631811118857945,0.65721970590404,0.49557249217497,0.507159890670181,0.0896985740202207,0.0752588004124286,0.131167359936182,0.0824930909825521,0.0732167510477281,0.0692301583909071,0.062464307762576,0.0928919831271656,0.106480168184472,0.055183779126211,0.5
1.8,0.570607860567905,0.0605162687627321,0.561229032674061,0.500790033660098,0.503584123543602,0.514886452225713,0.523182576081962,0.529035338947851,0.561229032674061,0.60000805969088,0.618074089750944,0.631864665600702,0.643761706800514,0.650270387270629,0.500790033660098,0.519615904821793,0.561229032674061,0.6251436618985,0.650270387270629,0.501488556130974,0.502885601072726,0.0867821802109523,0.0779672344011485,0.122600000202263,0.075936007832431,0.087403976260771,0.0579322830079252,0.0688847388154061,0.0785899177187149,0.108932885128685,0.0561320550751274,0.5
