"","time","Statistics","value","Type","log_value"
"1",0,"mean.HR",0.509013525028361,"Kernel",-0.675280691019684
"2",0.2,"mean.HR",0.504433008186129,"Kernel",-0.684320236536615
"3",0.4,"mean.HR",0.502544477821042,"Kernel",-0.688071129889257
"4",0.6,"mean.HR",0.501340764941474,"Kernel",-0.69046923956388
"5",0.8,"mean.HR",0.500550265695603,"Kernel",-0.692047254309467
"6",1,"mean.HR",0.499960239774816,"Kernel",-0.693226704172232
"7",1.2,"mean.HR",0.499622622993537,"Kernel",-0.693902219543078
"8",1.4,"mean.HR",0.499431991511249,"Kernel",-0.694283843293841
"9",1.6,"mean.HR",0.499410686948075,"Kernel",-0.69432650178979
"10",1.8,"mean.HR",0.499337390816413,"Kernel",-0.694473277805536
"11",2,"mean.HR",0.499132051285086,"Kernel",-0.694884586405606
"12",2.2,"mean.HR",0.498973935573809,"Kernel",-0.695201417913845
"13",2.4,"mean.HR",0.498877829585213,"Kernel",-0.695394043697051
"14",2.6,"mean.HR",0.498806133349716,"Kernel",-0.695537769041517
"15",2.8,"mean.HR",0.498753326345925,"Kernel",-0.69564364143504
"16",3,"mean.HR",0.498664648086851,"Kernel",-0.695821457078192
"17",3.2,"mean.HR",0.498590346717241,"Kernel",-0.695970468855792
"18",3.4,"mean.HR",0.498726963899321,"Kernel",-0.695696499515281
"19",3.6,"mean.HR",0.498820088037305,"Kernel",-0.69550979325802
"20",3.8,"mean.HR",0.498859676338493,"Kernel",-0.695430432519991
"21",4,"mean.HR",0.498879945584033,"Kernel",-0.695389802188997
"22",4.2,"mean.HR",0.498996371368287,"Kernel",-0.695156455064098
"23",4.4,"mean.HR",0.499105810963477,"Kernel",-0.694937159690206
"24",4.6,"mean.HR",0.499305054495544,"Kernel",-0.694538038363296
"25",4.8,"mean.HR",0.499553110850673,"Kernel",-0.694041358516578
"26",5,"mean.HR",0.499620761012284,"Kernel",-0.693905946325327
"27",5.2,"mean.HR",0.499573972109509,"Kernel",-0.693999599546783
"28",5.4,"mean.HR",0.499490011022182,"Kernel",-0.694167679047081
"29",5.6,"mean.HR",0.499447848108072,"Kernel",-0.694252094536491
"30",5.8,"mean.HR",0.499365180458907,"Kernel",-0.694417626316693
"31",6,"mean.HR",0.499129241381125,"Kernel",-0.694890216001748
"32",6.2,"mean.HR",0.498947928315374,"Kernel",-0.695253540749073
"33",6.4,"mean.HR",0.498778118416694,"Kernel",-0.695593934589399
"34",6.6,"mean.HR",0.498833724481786,"Kernel",-0.695482456231266
