"","time","Statistics","value","Type","log_value"
"1",0.00371380502326811,"mean.HR",0.511103326246163,"Kernel",-0.671183505214675
"2",0.0540608701918807,"mean.HR",0.499409962513172,"Kernel",-0.69432795237034
"3",0.104407935360493,"mean.HR",0.488036155820654,"Kernel",-0.717365786077082
"4",0.154755000529106,"mean.HR",0.477268282871982,"Kernel",-0.739676508315948
"5",0.205102065697719,"mean.HR",0.466806880388809,"Kernel",-0.761839639199336
"6",0.255449130866331,"mean.HR",0.456605352248599,"Kernel",-0.783935822991501
"7",0.305796196034944,"mean.HR",0.44662752248469,"Kernel",-0.806030314773875
"8",0.356143261203556,"mean.HR",0.43680477099209,"Kernel",-0.828268932010154
"9",0.406490326372169,"mean.HR",0.427188727472826,"Kernel",-0.850529378686106
"10",0.456837391540782,"mean.HR",0.417792421297218,"Kernel",-0.872770569571305
"11",0.507184456709394,"mean.HR",0.40863953214151,"Kernel",-0.894921851054657
"12",0.557531521878007,"mean.HR",0.399708756640953,"Kernel",-0.91701910547143
"13",0.60787858704662,"mean.HR",0.390928550886336,"Kernel",-0.939230470000765
"14",0.658225652215232,"mean.HR",0.382389390605542,"Kernel",-0.961315842422137
"15",0.708572717383845,"mean.HR",0.374069933204053,"Kernel",-0.983312511870917
"16",0.758919782552458,"mean.HR",0.365990486333349,"Kernel",-1.00514793954334
"17",0.80926684772107,"mean.HR",0.358205457892932,"Kernel",-1.02664855247292
"18",0.859613912889683,"mean.HR",0.350616291392203,"Kernel",-1.04806284039772
"19",0.909960978058295,"mean.HR",0.343277929175179,"Kernel",-1.06921487078275
"20",0.960308043226908,"mean.HR",0.335979668868893,"Kernel",-1.09070463016847
"21",1.01065510839552,"mean.HR",0.328953522999544,"Kernel",-1.11183880567454
"22",1.06100217356413,"mean.HR",0.322101328564869,"Kernel",-1.1328890979566
"23",1.11134923873275,"mean.HR",0.315400184515403,"Kernel",-1.15391301943307
"24",1.16169630390136,"mean.HR",0.308917908176657,"Kernel",-1.17467970671195
"25",1.21204336906997,"mean.HR",0.302581774728027,"Kernel",-1.1954037083643
"26",1.26239043423858,"mean.HR",0.296358570123657,"Kernel",-1.21618517224065
"27",1.3127374994072,"mean.HR",0.290221608395254,"Kernel",-1.23711048094828
"28",1.36308456457581,"mean.HR",0.284199933443632,"Kernel",-1.25807729750765
"29",1.41343162974442,"mean.HR",0.278194255014542,"Kernel",-1.27943565026482
"30",1.46377869491303,"mean.HR",0.272380479825069,"Kernel",-1.30055536724119
"31",1.51412576008165,"mean.HR",0.266975595877696,"Kernel",-1.32059802596636
"32",1.56447282525026,"mean.HR",0.261703345093889,"Kernel",-1.34054368735773
"33",1.61481989041887,"mean.HR",0.256583121469262,"Kernel",-1.3603026065585
"34",1.66516695558748,"mean.HR",0.251597120399199,"Kernel",-1.37992619937557
"35",1.7155140207561,"mean.HR",0.246886750236507,"Kernel",-1.39882554856469
"36",1.76586108592471,"mean.HR",0.242337403904235,"Kernel",-1.41742429285381
"37",1.81620815109332,"mean.HR",0.23817167578406,"Kernel",-1.43476353851804
"38",1.86655521626194,"mean.HR",0.234201072359169,"Kernel",-1.45157524901103
"39",1.91690228143055,"mean.HR",0.230658404065833,"Kernel",-1.46681743319799
"40",1.96724934659916,"mean.HR",0.227405606042139,"Kernel",-1.48102004518972
"41",2.01759641176777,"mean.HR",0.22468021610186,"Kernel",-1.49307714949773
"42",2.06794347693639,"mean.HR",0.222599891343096,"Kernel",-1.50237932826707
"43",2.118290542105,"mean.HR",0.221368905461511,"Kernel",-1.50792471364089
"44",2.16863760727361,"mean.HR",0.221223672070617,"Kernel",-1.50858099846572
"45",2.21898467244222,"mean.HR",0.222597341106726,"Kernel",-1.50239078492575
"46",2.26933173761084,"mean.HR",0.226131123389834,"Kernel",-1.48664025596573
"47",2.31967880277945,"mean.HR",0.232783068006756,"Kernel",-1.45764829769969
"48",2.37002586794806,"mean.HR",0.245045855279624,"Kernel",-1.40630992154385
"49",2.42037293311667,"mean.HR",0.276471705911821,"Kernel",-1.2856467926886
"50",2.47071999828529,"mean.HR",0.292239486424229,"Kernel",-1.23018165387337
"51",2.5210670634539,"mean.HR",0.417552964342108,"Kernel",-0.873343882037704
"52",0.00371380502326811,"median.HR",0.501308345316196,"Kernel",-0.690533907501961
"53",0.0540608701918807,"median.HR",0.493849678203795,"Kernel",-0.705524103235392
"54",0.104407935360493,"median.HR",0.48149701644502,"Kernel",-0.730855244139021
"55",0.154755000529106,"median.HR",0.473837426227884,"Kernel",-0.746890998760655
"56",0.205102065697719,"median.HR",0.463952015845043,"Kernel",-0.767974146230554
"57",0.255449130866331,"median.HR",0.452042817065906,"Kernel",-0.793978375614405
"58",0.305796196034944,"median.HR",0.442886271232053,"Kernel",-0.814442265977413
"59",0.356143261203556,"median.HR",0.433728325878354,"Kernel",-0.835336918126101
"60",0.406490326372169,"median.HR",0.423476058129657,"Kernel",-0.859258299830112
"61",0.456837391540782,"median.HR",0.414824926432506,"Kernel",-0.879898711779156
"62",0.507184456709394,"median.HR",0.406782036278754,"Kernel",-0.899477774389552
"63",0.557531521878007,"median.HR",0.3962841143076,"Kernel",-0.925623864606584
"64",0.60787858704662,"median.HR",0.387335245990362,"Kernel",-0.948464692237599
"65",0.658225652215232,"median.HR",0.378585858621492,"Kernel",-0.971312392670245
"66",0.708572717383845,"median.HR",0.370014408040167,"Kernel",-0.994213333452933
"67",0.758919782552458,"median.HR",0.362460515542276,"Kernel",-1.01483973326191
"68",0.80926684772107,"median.HR",0.354472227217578,"Kernel",-1.03712527961189
