"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51"
0.824091319952555,0.82230162011397,0.820804283019238,0.817925981471995,0.815935486446756,0.813027552505096,0.810602692943169,0.808978863444309,0.80726141612734,0.806263012033227,0.804450573675496,0.802928219108648,0.802028966263947,0.799707375748536,0.798648881903298,0.796800742388416,0.79525128695151,0.794802643526507,0.791806871476392,0.791167547650491,0.789516327632211,0.787371109233345,0.785944795722695,0.785442041432175,0.782989103748862,0.780878516118107,0.778747226339965,0.777366325993189,0.775384325371679,0.77457290395693,0.77314995518049,0.771052568769268,0.770040391636369,0.76960709050641,0.768242926225254,0.767485416578898,0.766729759842057,0.766185136613374,0.764126367101526,0.763721088026634,0.761852647698065,0.761469053127079,0.759642225054867,0.756730487439912,0.755288980580363,0.75430677912895,0.753470928938969,0.752783510583821,0.751137185750388,0.750416275491563,0.748758348033467
0.724749148230193,0.723356910063172,0.720671412017715,0.717291994019838,0.714703562042559,0.712318834296531,0.708752265733289,0.706334413392132,0.703856866255376,0.702370870176195,0.700144030799323,0.696067156034269,0.692849069266202,0.691853137742494,0.688824097520836,0.685477814518972,0.682882696984764,0.680848276117282,0.679264700701264,0.677415042948002,0.675550561754273,0.674306250771879,0.671730129287109,0.66958158550276,0.668419022301589,0.665665737717293,0.662514404136337,0.660952533681048,0.659637557583468,0.65864456800756,0.656069072868512,0.653941537860784,0.653941537860784,0.652876902054913,0.651931486305261,0.650692372895339,0.64907714864116,0.64799005779488,0.647268154826917,0.645884741249984,0.644202589054052,0.64227808811846,0.640554778202885,0.638763114993999,0.637594313021746,0.637594313021746,0.635243602051761,0.632390786233437,0.631880154371163,0.630820396825212,0.630553550875582
0.77816934001708,0.776206804012207,0.775038479706443,0.773128052141313,0.7709800362004,0.769942648383192,0.767778065871265,0.765055558027454,0.763054593295128,0.760377318390343,0.757891815179855,0.755932929883588,0.75367815626005,0.752174478880597,0.749789739686946,0.747458126238639,0.745464672488619,0.743296662997987,0.742368964475675,0.741157422116592,0.740083975791949,0.737926249147855,0.735550252569914,0.734790658827694,0.733606499341922,0.731057331350678,0.730253345721108,0.728093380755091,0.72609185675239,0.724439776972261,0.723671155151141,0.722564534569962,0.721494619581058,0.718809379670361,0.71762432166228,0.715761984596512,0.714427252272734,0.713664467422163,0.712124352502548,0.710855179533082,0.710136577420904,0.709540632746996,0.707731949329318,0.706285637315438,0.704172735271335,0.701314470871283,0.700819924977627,0.700470171147302,0.698687021800578,0.697590139236629,0.696055864610296
0.640585645320874,0.636817852761477,0.631346332351501,0.63017623385127,0.626404296143174,0.623974274579316,0.62177604164561,0.617716677517554,0.612785111067818,0.610967866710515,0.607707887845741,0.605116209493918,0.601586823802081,0.598715352345702,0.596429668098445,0.593708097331233,0.591540405631433,0.588423823895465,0.584611190414734,0.581555016387629,0.580143974418291,0.577495689900883,0.575770599632511,0.574792268495887,0.573263557195002,0.56929226691471,0.566008586844323,0.563456068096612,0.562193785210546,0.560852745110765,0.560382189071662,0.559721252133015,0.556553034722737,0.55428229857956,0.550029625864521,0.548255009866729,0.546425910264321,0.544002131125736,0.541184144810665,0.539918463279708,0.539573681420786,0.536155668994754,0.533969486126255,0.532001574624442,0.530341913751742,0.528826698721328,0.526760778325041,0.524653620778561,0.524063642466412,0.522133471987564,0.521778939393964
0.743244850664325,0.74205484342717,0.740418079207052,0.738606702028627,0.735270064503004,0.733731935983502,0.731134331385939,0.727958767222417,0.726803349117128,0.723294539049061,0.721670749285481,0.719953146498296,0.717621676532115,0.71521065476322,0.713146048704589,0.712021971048069,0.711038117242325,0.709010228769684,0.705004158833929,0.703266749684696,0.701335121821887,0.700569190892138,0.69862567706371,0.696959315764733,0.695236731411776,0.69243363201366,0.69015426598588,0.689033181412376,0.686621785729101,0.68541647091532,0.683447921165263,0.681767553256978,0.67964216656841,0.678671843307272,0.677842437030904,0.675527610807462,0.673306049716183,0.672505535978311,0.67191294846272,0.671529719252303,0.669549199529149,0.668518326704049,0.667014729449209,0.665384408172343,0.66401077680641,0.661031892092185,0.659483373880176,0.658405358356457,0.656531206169834,0.655955585019576,0.655556282431392
0.656568015626574,0.651506755903893,0.648948340171269,0.646346373188995,0.644030519805376,0.64306417808356,0.636645826130117,0.634131126977212,0.63215965674706,0.630054525090988,0.627743590065162,0.626399949029354,0.622240819198261,0.620647170783507,0.618948589212165,0.616977768894701,0.614732266260263,0.612555188455207,0.609692867343495,0.606855545848941,0.604321113084279,0.602022921585302,0.599070520917577,0.598329883749239,0.596635123192604,0.595260276677523,0.591979307550309,0.590442581290372,0.586469745506693,0.584416339232753,0.582663624808203,0.580627941682254,0.578157072046247,0.575483729759608,0.572926675601946,0.570943404655109,0.570634923022093,0.569254070248557,0.568640872280786,0.56680637272954,0.566369558620015,0.565080896029522,0.563918166474317,0.561346968953109,0.560416313182264,0.559946586961991,0.557453007761593,0.555802830036134,0.55470396814856,0.552361429016653,0.551546112020852
0.849240606837493,0.847814681028681,0.846767797588177,0.844743563976823,0.843798841622553,0.841648337812483,0.839269077867464,0.838454772924804,0.837028093200064,0.835765241686847,0.834706975806645,0.832572063343293,0.83117142755294,0.830013606869046,0.82809301367651,0.826674429661729,0.825675976378381,0.824604930880137,0.823084393714584,0.821787058698699,0.821080128957543,0.819108638615644,0.816730824787229,0.815685326877344,0.814643883726113,0.813649724357019,0.812321655890903,0.811095701013286,0.810610562214305,0.80952776160221,0.808143853180232,0.807020718757836,0.805885318428198,0.805382792585427,0.804900773869947,0.803994168146019,0.802965347916079,0.802257554118022,0.801690222535528,0.79969862837328,0.79736088599874,0.796445109762042,0.795725492714426,0.794900143930668,0.794148215589491,0.793355049285937,0.792178872216503,0.791498387152413,0.790374738793987,0.789804182664535,0.78952063179252
0.600521127923613,0.59556563768949,0.591684128496645,0.587826140643889,0.585708925672497,0.582408812147374,0.581327641991532,0.578158495230803,0.574434033456431,0.572231453797399,0.568840112286598,0.565308450667821,0.563772130888368,0.560649504986015,0.557082564032558,0.554329680058273,0.552397824193518,0.547693994372126,0.54603138976575,0.542075978631287,0.541304733689327,0.539611664493117,0.538306320011374,0.53653171490555,0.534586262622497,0.531710330141385,0.529093790213256,0.528531526041599,0.526773881689761,0.524691372622723,0.522293868998588,0.519938069448899,0.517088391294617,0.514620798049876,0.512395747048983,0.510689341598903,0.508845640601514,0.507329683980411,0.506301131336534,0.504710460211976,0.503902573137602,0.501097151403187,0.499944207329478,0.498812638283814,0.497752537787648,0.496374928205385,0.494575794673545,0.493050068298511,0.489450111473753,0.483417687546339,0.48249362553616
0.686635682768238,0.683111695850546,0.678515647847058,0.674176815819753,0.670450645860645,0.668074216923233,0.666296604982483,0.664164290333872,0.661756250390041,0.659704367019891,0.656360289572934,0.6534142535084,0.651588010393586,0.648332152300279,0.645117337853147,0.643408728793062,0.640591219993417,0.638811580960957,0.636960667763302,0.632866505123846,0.63069460815742,0.628139438610209,0.626570959306556,0.623914237471531,0.621141515720366,0.619018647136768,0.61765763663945,0.616214985987875,0.614996221086969,0.613655950253209,0.612055346907881,0.609031268220937,0.607201992457772,0.60599806714938,0.603642521132859,0.602222919505006,0.601397159664886,0.600382001165828,0.598281660079418,0.596366270741003,0.595188934689609,0.594331286033864,0.593074005360946,0.590699436107975,0.588130712383076,0.587071534342514,0.584619177133635,0.583738676499324,0.582272948249965,0.580105504824501,0.578418175968764
0.747768141662167,0.746100647176828,0.743222763366252,0.741552850854595,0.738945363068449,0.735326444597569,0.732923971293563,0.731365933120537,0.729665762338385,0.727631252953832,0.72624902135307,0.724659632485835,0.724659632485835,0.722890477289618,0.722036521480286,0.71792280063515,0.715825778683046,0.712830877104658,0.709998402478722,0.709173149908201,0.706030366665442,0.704877249719443,0.702680053773568,0.701067854001787,0.699337304186878,0.698269926675782,0.695913400511493,0.693838224637746,0.692666768186581,0.691997756913524,0.691015295253655,0.690239000577456,0.688870741970672,0.688275460721914,0.686474684969281,0.685323302214557,0.683441313760626,0.681541327907338,0.681008613191084,0.679986800448672,0.679137049450643,0.67861335260096,0.677488875361995,0.674842396665761,0.672824968305223,0.672262102570005,0.670770029096495,0.670087430680152,0.668817892417245,0.66728771725681,0.665651193962201
0.680064448876276,0.677100334756318,0.674287306888899,0.671894180868884,0.667729261045468,0.665161643071583,0.661423458867571,0.659170382167962,0.65612906239293,0.655514370665422,0.653629330387887,0.651213612342576,0.649852516277076,0.646730879007997,0.642480243656436,0.640635324904853,0.63721162150982,0.635414147942217,0.633470363839132,0.632592243974436,0.629250572733507,0.626827707206272,0.624823216033178,0.623755726779894,0.621767491173879,0.618132178520689,0.617296679407254,0.615120851325884,0.613427286469546,0.610100787518698,0.608100669642032,0.605892977832751,0.603973252923232,0.602078179506473,0.600928544478772,0.598881738851231,0.597715062610387,0.596007584940621,0.593720848224022,0.590956285257702,0.589974044425996,0.587883256922957,0.585925396892815,0.584878738783603,0.583112256127834,0.582089536499338,0.581482844219101,0.57920694281693,0.577712689714586,0.576808378627432,0.576655398611914
0.668026506757395,0.665916931178697,0.661500609454083,0.657334847943146,0.65558575824378,0.651224045601968,0.648272856810211,0.645425440099723,0.64178059581309,0.640390724456414,0.637801722207667,0.634069038574155,0.631711044704272,0.629578205587663,0.626177761275448,0.624810988841046,0.622891000754498,0.621289209569001,0.620193160872788,0.61827769053478,0.616417482465432,0.614325294705425,0.612199815690816,0.610484091217002,0.608827827455158,0.604897817935704,0.602438138776269,0.600265128076114,0.599797298478617,0.599091754884344,0.597644009133778,0.595735188675202,0.595125334888917,0.593599779476784,0.591415352953991,0.589678275952488,0.588647341288318,0.586676288312834,0.585438503225795,0.583455648417367,0.582143128458885,0.580819512318887,0.578980528273249,0.577792785655067,0.576806246013235,0.571175016509418,0.571029171888458,0.569394637819859,0.567473221377157,0.565741818884417,0.564817217420081
0.638202518780471,0.633607271802647,0.630505597787764,0.628055800160987,0.623644647217102,0.621470959432922,0.619769047398722,0.615842537657778,0.612895592414077,0.609101726999609,0.60551112398258,0.601739094862511,0.598049307892772,0.596984978859753,0.594290393154864,0.592240359155305,0.589997574347407,0.587681648713801,0.584790525622685,0.582214008823873,0.579389274131051,0.577772828887193,0.57683456333012,0.574572274629422,0.573316740668734,0.571057228705875,0.568112325183945,0.565235509624334,0.562394714082423,0.559555126787879,0.556509161885822,0.555861392911067,0.554469516433734,0.552343233824228,0.54887264461567,0.547760385651064,0.546285420688844,0.545168914127317,0.540916676362485,0.539827410194963,0.537511409077407,0.535280324915985,0.533423025093479,0.530547792523071,0.529072958860268,0.527186746093847,0.525825148600613,0.523498258663241,0.522617562828698,0.519200998377609,0.519033186496695
