"time","mean.kernel","mean.cox","true.HR","SE.kernel","SE.cox","mean.cox.con","SE.cox.con","bias.kernel","bias.cox","bias.cox.con","r.bias.kernel","r.bias.cox","r.bias.cox.con","MSE.cox","MSE.kernel","IQR.simulations.cox","IQR.simulations.kernel"
0,0.538194742637284,0.513019754790404,0.5,0.238788956233781,0.0612113380830982,0.509586230869893,0.0590859053803705,0.0381947426372841,0.0130197547904042,0.00958623086989263,7.63894852745681,2.60395095808084,1.91724617397853,0.00390868641040527,0.0583636201985289,0.082134646933725,0.271837419070962
0.2,0.525052233891111,0.512755459165441,0.5,0.18894819782217,0.061224624537042,0.509586230869893,0.0590859053803705,0.0250522338911109,0.0127554591654414,0.00958623086989263,5.01044677822218,2.55109183308828,1.91724617397853,0.00390350442914417,0.0362570773843361,0.0820019881066456,0.237814416456047
0.4,0.521250795133174,0.512496411694894,0.5,0.165841685390837,0.0612369727211465,0.509586230869893,0.0590859053803705,0.0212507951331741,0.0124964116948942,0.00958623086989263,4.25015902663481,2.49928233897885,1.91724617397853,0.0038984786877829,0.0278996577846676,0.0819031352727956,0.218044706490352
0.6,0.519092562983324,0.512235207252253,0.5,0.149707780291964,0.061244681967933,0.509586230869893,0.0590859053803705,0.0190925629833235,0.0122352072522529,0.00958623086989263,3.8185125966647,2.44704145045058,1.91724617397853,0.00389296748730219,0.0227318012205188,0.0818556845139708,0.196445926941331
0.8,0.517573719738905,0.511974283011316,0.5,0.136475446924386,0.0612541985771106,0.509586230869893,0.0590859053803705,0.0175737197389051,0.0119742830113164,0.00958623086989263,3.51474394778102,2.39485660226328,1.91724617397853,0.00388782039971616,0.018896860830229,0.0818387697539487,0.183632194577588
1,0.516419598912103,0.511717466682003,0.5,0.125262566065421,0.0612624346361107,0.509586230869893,0.0590859053803705,0.0164195989121029,0.011717466682003,0.00958623086989263,3.28391978242057,2.3434933364006,1.91724617397853,0.00388274908800203,0.01592869428099,0.0820630134642005,0.170166393219739
1.2,0.515478104667799,0.51145357355461,0.5,0.115787404767256,0.061269230111658,0.509586230869893,0.0590859053803705,0.015478104667799,0.0114535735546099,0.00958623086989263,3.0956209335598,2.29071471092197,1.91724617397853,0.00387747151557211,0.0136192688349061,0.0821729834678575,0.158505058102995
1.4,0.514650496456964,0.511186515224644,0.5,0.107866986243673,0.0612781982252127,0.509586230869893,0.0590859053803705,0.0146504964569645,0.0111865152246436,0.00958623086989263,2.9300992913929,2.23730304492873,1.91724617397853,0.00387252815486705,0.011826462018988,0.0823069292730125,0.147817822065551
1.6,0.513844511522727,0.510925323614366,0.5,0.10139992313447,0.0612914911399239,0.509586230869893,0.0590859053803705,0.0138445115227266,0.0109253236143662,0.00958623086989263,2.76890230454532,2.18506472287323,1.91724617397853,0.00386838455079705,0.0104528800864812,0.0823189738606427,0.137544679752449
1.8,0.512965141241749,0.510668123732031,0.5,0.096392021986905,0.0613049891992722,0.509586230869893,0.0590859053803705,0.012965141241749,0.0106681237320311,0.00958623086989263,2.59302824834979,2.13362474640622,1.91724617397853,0.00386448777520886,0.00944078458365612,0.0823716411247244,0.130659313544459
2,0.51194538766865,0.510413351656994,0.5,0.0926325973485554,0.0613112333044786,0.509586230869893,0.0590859053803705,0.0119453876686501,0.0104133516569942,0.00958623086989263,2.38907753373001,2.08267033139884,1.91724617397853,0.00385988626845066,0.00870620337662575,0.0824268141426859,0.122203397619383
2.2,0.510839596869942,0.510155381656637,0.5,0.0899250185680849,0.0613227333996336,0.509586230869893,0.0590859053803705,0.010839596869942,0.0101553816566365,0.00958623086989263,2.16791937398839,2.03107633132731,1.91724617397853,0.00385599293762526,0.00818773158422458,0.082481633192404,0.117739215655816
2.4,0.509774492866581,0.509900239008928,0.5,0.0878989618316219,0.06133210315099,0.509586230869893,0.0590859053803705,0.00977449286658094,0.00990023900892811,0.00958623086989263,1.95489857331619,1.98004780178562,1.91724617397853,0.00385202795452613,0.00780623573864603,0.082495950433262,0.114917621908867
2.6,0.508767444274311,0.509647040481904,0.5,0.086258087468023,0.0613428884495872,0.509586230869893,0.0590859053803705,0.00876744427431053,0.00964704048190357,0.00958623086989263,1.75348885486211,1.92940809638071,1.91724617397853,0.00384840399943521,0.00750238289219841,0.0824680806808079,0.111166281296378
2.8,0.507625877769512,0.509398232349722,0.5,0.0846093093421241,0.061348858614049,0.509586230869893,0.0590859053803705,0.00762587776951174,0.00939823234972159,0.00958623086989263,1.52517555390235,1.87964646994432,1.91724617397853,0.00384440114095173,0.00720252797590353,0.0823417859048047,0.110687626968639
3,0.506346547396986,0.509149289430403,0.5,0.0829211990199608,0.0613599863424097,0.509586230869893,0.0590859053803705,0.00634654739698626,0.00914928943040283,0.00958623086989263,1.26930947939725,1.82985788608057,1.91724617397853,0.00384115122187617,0.00690242555996327,0.0824525098085855,0.108113451932722
