"time","mean.kernel","mean.cox","true.HR","SE.kernel","SE.cox","mean.cox.con","SE.cox.con","bias.kernel","bias.cox","bias.cox.con","r.bias.kernel","r.bias.cox","r.bias.cox.con","MSE.cox","MSE.kernel","ABSE","CI.coverage.percent","mean.cIL.kernel","mean.cIU.kernel","mean.B.q1.kernel","mean.B.q3.kernel","mean.q1.kernel","mean.q3.kernel","cox.ABSE","cox.CI.coverage.percent","mean.cIL.cox","mean.cIU.cox","mean.B.q1.cox","mean.B.q3.cox","IQR.simulations.cox","IQR.boot.cox","IQR.simulations.kernel","IQR.boot.kernel"
0,0.521106889966593,0.626262031120149,0.5,0.124541826061624,0.0322366675677678,0.613823240128448,0.0329670675245339,0.0211068899665927,0.126262031120149,0.113823240128448,4.22137799331854,25.2524062240298,22.7646480256896,0.0169633007349894,0.0159247318445424,0.155602159243451,97.6,0.324513796829398,0.848880291864031,0.45470312587124,0.587089385614404,0.604175059129879,0.646690905200281,0.0343524935094461,1.2,0.56151406075625,0.698114011468161,0.603555910517118,0.649918666502484,0.0425158460704024,0.0463627559853662,0.110436584251859,0.132386259743164
0.2,0.515012623623392,0.618798518934669,0.5,0.0752080232368979,0.0326967837592713,0.613823240128448,0.0329670675245339,0.0150126236233922,0.118798518934669,0.113823240128448,3.00252472467843,23.7597037869338,22.7646480256896,0.0151659327568464,0.00587009928121899,0.0816784424774699,96.4,0.375416642597037,0.700647705097773,0.463286293798713,0.569955020937942,0.596075784368155,0.639811064008524,0.0348683552610561,4.1,0.553161498019025,0.691838915088215,0.595769504804399,0.642793124232072,0.0437352796403681,0.047023619427673,0.09657662406307,0.106668727139229
0.4,0.513616011377619,0.611840910208583,0.5,0.0661669915126836,0.0331456069109256,0.613823240128448,0.0329670675245339,0.0136160113776186,0.111840910208583,0.113823240128448,2.72320227552372,22.3681820417166,22.7646480256896,0.0135923294930275,0.00455453392698215,0.0693616144271502,96,0.392548137288627,0.668253656630065,0.46863794950115,0.561124673144722,0.588611158711955,0.632826695946353,0.0353303755808216,7.1,0.54544639633484,0.685938579541562,0.588532904057609,0.636160157840447,0.044215537234398,0.0476272537828384,0.0850617124650166,0.0924867236435722
0.6,0.512652531566165,0.605321551280551,0.5,0.0602862282285232,0.0334853236027029,0.613823240128448,0.0329670675245339,0.0126525315661652,0.105321551280551,0.113823240128448,2.53050631323304,21.0643102561103,22.7646480256896,0.012200574219803,0.00378709434539497,0.0627977119645546,95.7,0.401874729974712,0.651772112751359,0.472007797872041,0.555885939969848,0.581549089819428,0.627097682756636,0.0357525097967753,10.4,0.538216926188086,0.680375544048079,0.581749603381814,0.629940491407859,0.0455485929372079,0.0481908880260447,0.0795371327736788,0.0838781420978073
0.8,0.512030728148984,0.599093024499545,0.5,0.0557908559839962,0.0337877998330474,0.613823240128448,0.0329670675245339,0.0120307281489839,0.0990930244995453,0.113823240128448,2.40614562979677,19.8186048999091,22.7646480256896,0.0109489523542537,0.00325099441719314,0.0581591374771993,95.5,0.408771785179065,0.640304897520481,0.474618202671671,0.552350343225497,0.575430853447776,0.62098698997258,0.0361421912824872,15.3,0.531334325222408,0.675041485630192,0.575279389923075,0.62399257188108,0.0455561365248034,0.0487131819580058,0.0728580199827139,0.0777321405538268
1,0.511865198211357,0.593158674155058,0.5,0.0522002356970011,0.0342069099943234,0.613823240128448,0.0329670675245339,0.0118651982113575,0.0931586741550582,0.113823240128448,2.37303964227149,18.6317348310116,22.7646480256896,0.00983764350549121,0.00286006260820224,0.0546917441300278,95.7,0.414637034171381,0.632160172733473,0.47701327663872,0.550175752608083,0.569062229783086,0.614352380482563,0.0365045667250823,21,0.524790302841748,0.669972915963921,0.569114405902454,0.618325993464683,0.0452901506994779,0.0492115875622291,0.0687958864973982,0.0731624759693634
1.2,0.512061016768474,0.58744754935197,0.5,0.0493763113101389,0.0345257581429246,0.613823240128448,0.0329670675245339,0.0120610167684738,0.0874475493519699,0.113823240128448,2.41220335369476,17.489509870394,22.7646480256896,0.00882908075427931,0.00257847175221435,0.0524009954463003,95.9,0.419158723883476,0.627312565978875,0.479101654514067,0.549169059896679,0.563278653874545,0.609274379643818,0.0368449494439184,27.8,0.518536751958253,0.665054210645128,0.563198720012832,0.612851794496868,0.0459957257692726,0.0496530744840357,0.0664382843176076,0.0700674053826119
1.4,0.512668712725822,0.581986927720357,0.5,0.0473282082844967,0.0348613539214706,0.613823240128448,0.0329670675245339,0.0126687127258217,0.0819869277203572,0.113823240128448,2.53374254516434,16.3973855440714,22.7646480256896,0.00792802697329059,0.00239581980244823,0.0512586998988092,96.6,0.422187214060528,0.626068741195472,0.480901757953582,0.54936163591319,0.557758829030836,0.604039721427321,0.0371613393535506,34.7,0.51257374568368,0.660377767314059,0.557533162204719,0.607617732349664,0.0462808923964858,0.0500845701449448,0.0641918015557204,0.0684598779596081
1.6,0.513602365121154,0.576768137868806,0.5,0.0460959094947692,0.0351153940989068,0.613823240128448,0.0329670675245339,0.013602365121154,0.0767681378688057,0.113823240128448,2.7204730242308,15.3536275737611,22.7646480256896,0.00711808671694582,0.00230542694921778,0.051202697831583,96.8,0.423702203453508,0.627454349523876,0.482494084914513,0.550442742315667,0.552490831841565,0.598977395720671,0.0374562638886256,42.5,0.506880599000019,0.655856185430482,0.552151816644638,0.602615429873894,0.0464865638791053,0.0504636132292561,0.0608518087493803,0.0679486574011545
1.8,0.514795138724448,0.571767354510268,0.5,0.0455279830792948,0.0353494116845086,0.613823240128448,0.0329670675245339,0.0147951387244485,0.0717673545102675,0.113823240128448,2.9590277448897,14.3534709020535,22.7646480256896,0.00639249200692991,0.0022873332426583,0.0516634215196629,97,0.424849597602828,0.630277756328853,0.483851619016513,0.552304544066394,0.546806171289092,0.594315377166671,0.0377305562217647,49.7,0.501461252793182,0.651520676205644,0.546981224462908,0.59782550500894,0.0475092058775787,0.0508442805460322,0.0601110854224622,0.0684529250498805
