"time","sim.num.1","sim.num.2","sim.num.3","sim.num.4","sim.num.5","sim.num.6","sim.num.7","sim.num.8","sim.num.9","sim.num.10"
0,0.491955610891375,1.24886052807016,0.792257294907598,0.522272071079475,0.511562367772091,0.520547151947014,1.33471885963089,0.819090191318848,0.897395569513038,1.26154001131403
0.2,0.222113633639512,1.36334569165967,0.477305191187609,0.258368952169363,0.232444906057141,0.234534763405079,1.44751158246816,0.560302257803944,0.672985040523519,1.37339663230423
0.4,0.212289838307455,1.01232166510856,0.347641896365502,0.24487017621191,0.208114043840511,0.201354163943439,1.01613310156145,0.442347359621245,0.527537488569239,0.953480920489403
0.6,0.361059950758591,0.576458971249458,0.308808304822982,0.37379145872406,0.323937518099528,0.286652101712707,0.547590239655374,0.395646943523158,0.441500911983581,0.466170187643844
0.8,0.630537067475885,0.298660730240266,0.310920034979287,0.70418925163798,0.619023830931826,0.531362323671684,0.284744146181284,0.407950463505672,0.443585052171454,0.233520360043695
1,0.62551130291023,0.296164863771066,0.322539732164555,0.704182137677893,0.682186006887271,0.513310712223926,0.261164706205375,0.424627650270496,0.450209135110571,0.217526486375165
1.2,0.450142799629084,0.401149241973428,0.331258314004442,0.527114416243857,0.508433258089327,0.393363617225275,0.365566884968923,0.445537780455235,0.438924632168573,0.314024631954413
1.4,0.414194960714416,0.424779284997398,0.355848608200838,0.526588811849972,0.487095381231109,0.374858883395943,0.41414758835504,0.458888502864503,0.416008784990679,0.342413980578202
1.6,0.400614337122121,0.449896310407907,0.365854028929962,0.542304725276216,0.486802501240693,0.379678698546568,0.410012729046517,0.44920670651682,0.385496325315085,0.345799284684204
1.8,0.38018123301341,0.493510163666363,0.350808090988287,0.565862557457718,0.49194499384339,0.4033605008778,0.395963065106642,0.426717629300519,0.352149099524643,0.348513347435534
2,0.369152828023162,0.529680798941311,0.348574702890276,0.590945587932769,0.469356468570227,0.438353473340108,0.382619898358798,0.42757713068474,0.322773139719945,0.35719294613334
