"time","mean.HR","SE.HR","median.HR","X0.","X10.","X20.","X30.","X40.","X50.","X60.","X70.","X80.","X90.","X100.","X0..1","X25.","X50..1","X75.","X100..1","X2.5.","X7.5.","true.hr"
0,0.509918830407614,0.0767396577570418,0.507062378956964,0,0.427439953176875,0.45647794807726,0.472874741238904,0.491010869453598,0.507062378956964,0.525164845952802,0.541294271043793,0.56592825244346,0.597198660048198,0.857101583722551,0,0.465993071102058,0.507062378956964,0.552485823663057,0.857101583722551,0.371354709241556,0.415946758092684,0.5
0.2,0.510129914771106,0.0551898456904402,0.506660979027664,0.266509277370567,0.442636396780394,0.465637762093947,0.480265639665282,0.493466602472445,0.506660979027664,0.52237102594977,0.536095071217439,0.555916848012628,0.579630756976948,0.704284696477136,0.266509277370567,0.47302087166527,0.506660979027664,0.544869683594789,0.704284696477136,0.410458986952485,0.434525967832424,0.5
0.4,0.509103716719932,0.0479586547330302,0.507775072951642,0.331874817726883,0.45012806439565,0.470202032226617,0.483816974136983,0.496489018174918,0.507775072951642,0.517753943278803,0.532330660243447,0.547927540311378,0.569282990147951,0.666635988083734,0.331874817726883,0.476730213911639,0.507775072951642,0.538726617585803,0.666635988083734,0.419402621654725,0.44295073903272,0.5
0.6,0.508717120752107,0.0427985018431999,0.507236433828511,0.368984211545226,0.455644335120617,0.4740491439493,0.485724093476624,0.49806431811369,0.507236433828511,0.517209709830991,0.530527196307137,0.544142632462228,0.562254738075279,0.662465455482406,0.368984211545226,0.480605990895323,0.507236433828511,0.535775306362718,0.662465455482406,0.428252397155327,0.448773731187396,0.5
0.8,0.50883608488341,0.038956199155591,0.507748994296911,0.385934233430183,0.459704507491815,0.476201962374398,0.487282389923047,0.499383674303238,0.507748994296911,0.51773461238903,0.530086216042896,0.540434392837201,0.55797057095696,0.654937148854706,0.385934233430183,0.482803152743711,0.507748994296911,0.534413117808053,0.654937148854706,0.434141048109983,0.454173070687346,0.5
1,0.5093300721446,0.0357231103099729,0.509184301264311,0.403232907529923,0.464992777894409,0.479032943632836,0.489484025925122,0.500583092054129,0.509184301264311,0.517493543745189,0.529053422701721,0.538504035667101,0.554537644604747,0.643978035778056,0.403232907529923,0.484297956404862,0.509184301264311,0.533695196063506,0.643978035778056,0.439986991788633,0.458413537769865,0.5
1.2,0.5101028235614,0.0332169051950102,0.510923933117359,0.410609169413194,0.468448469737614,0.481725117065289,0.491455433052642,0.502008870743741,0.510923933117359,0.519028799791082,0.527775580432088,0.537187472251247,0.551870683989911,0.632329292435106,0.410609169413194,0.486540465663221,0.510923933117359,0.531965057190796,0.632329292435106,0.443329689122619,0.463460946317499,0.5
1.4,0.510935665733472,0.0317084305931478,0.512575127031786,0.41233604151231,0.471716849346229,0.483618172475086,0.493894390362855,0.503137121137552,0.512575127031786,0.519569019094264,0.526878761546145,0.535998054640125,0.550462272776598,0.626987729179412,0.41233604151231,0.48803821003541,0.512575127031786,0.531114440710373,0.626987729179412,0.448706010889885,0.465562056738343,0.5
1.6,0.511700683488676,0.0307832122040677,0.513326106885848,0.414735222438054,0.47281113485658,0.485205843920494,0.495219305460854,0.505100539094893,0.513326106885848,0.520595496792878,0.527104741056722,0.536018771029672,0.550005870449486,0.615528531081365,0.414735222438054,0.490313424833193,0.513326106885848,0.53123203171335,0.615528531081365,0.450260701739078,0.467619259287376,0.5
1.8,0.512479581102157,0.0302675832404441,0.513977705630831,0.417557080886534,0.473675741783681,0.487453085901852,0.496215215548972,0.505608563480639,0.513977705630831,0.520339943640353,0.527233962057128,0.536884725820069,0.550179096700979,0.614862035691975,0.417557080886534,0.491624466913122,0.513977705630831,0.532051865168765,0.614862035691975,0.451459013397671,0.469930111119405,0.5
