"time","mean.kernel","mean.cox","true.HR","SE.kernel","SE.cox","mean.cox.con","SE.cox.con","bias.kernel","bias.cox","bias.cox.con","r.bias.kernel","r.bias.cox","r.bias.cox.con","MSE.cox","MSE.kernel","IQR.simulations.cox","IQR.simulations.kernel"
0,0.509918830407614,0.590535524460419,0.5,0.0767396577570418,0.0196927611161916,0.577569088447781,0.0191731279071784,0.00991883040761432,0.0905355244604193,0.0775690884477812,1.98376608152286,18.1071048920839,15.5138176895562,0.00857552270216003,0.00597541024785209,0.02666155755309,0.0864927525609994
0.2,0.510129914771106,0.586534056178927,0.5,0.0551898456904402,0.0198031059465551,0.577569088447781,0.0191731279071784,0.0101299147711063,0.0865340561789273,0.0775690884477812,2.02598295422125,17.3068112357855,15.5138176895562,0.00787204167922388,0.00314234597556158,0.026449867778003,0.0718488119295194
0.4,0.509103716719932,0.582662036020949,0.5,0.0479586547330302,0.0199072167683015,0.577569088447781,0.0191731279071784,0.00910371671993182,0.0826620360209486,0.0775690884477812,1.82074334398636,16.5324072041897,15.5138176895562,0.00722169148981945,0.00237823195739756,0.0266759999986738,0.0619964036741638
0.6,0.508717120752107,0.57890398296265,0.5,0.0427985018431999,0.0199966671407404,0.577569088447781,0.0191731279071784,0.00871712075210651,0.0789039829626498,0.0775690884477812,1.7434241504213,15.78079659253,15.5138176895562,0.00661868667074022,0.00190396427819098,0.0268815072382645,0.0551693154673943
0.8,0.50883608488341,0.575251763723782,0.5,0.038956199155591,0.0200657972913406,0.577569088447781,0.0191731279071784,0.00883608488340959,0.0752517637237818,0.0775690884477812,1.76721697668192,15.0503527447564,15.5138176895562,0.0060590025257304,0.00159255171155269,0.0267072605313348,0.0516099650643418
1,0.5093300721446,0.571702052318473,0.5,0.0357231103099729,0.0201330065262067,0.577569088447781,0.0191731279071784,0.00933007214460013,0.0717020523184728,0.0775690884477812,1.86601442892003,14.3404104636946,15.5138176895562,0.00554057634416934,0.00136055416167005,0.0267767856023429,0.0493972396586437
1.2,0.5101028235614,0.568244975951356,0.5,0.0332169051950102,0.0202173794786042,0.577569088447781,0.0191731279071784,0.0101028235614004,0.0682449759513559,0.0775690884477812,2.02056471228007,13.6489951902712,15.5138176895562,0.0050606497833667,0.00120312334850784,0.0269983891441076,0.0454245915275751
1.4,0.510935665733472,0.56487891534564,0.5,0.0317084305931478,0.0203126812221377,0.577569088447781,0.0191731279071784,0.0109356657334725,0.0648789153456401,0.0775690884477812,2.1871331466945,12.975783069128,15.5138176895562,0.00461684922061987,0.00112288504609794,0.027066359990663,0.0430762306749621
1.6,0.511700683488676,0.561591290822222,0.5,0.0307832122040677,0.0203974299501029,0.577569088447781,0.0191731279071784,0.011700683488676,0.061591290822222,0.0775690884477812,2.34013669773521,12.3182581644444,15.5138176895562,0.00420492127729103,0.00108248205948975,0.0275257902139229,0.0409186068801564
1.8,0.512479581102157,0.558382653093495,0.5,0.0302675832404441,0.0204666040987607,0.577569088447781,0.0191731279071784,0.0124795811021567,0.0583826530934951,0.0775690884477812,2.49591622043135,11.676530618699,15.5138176895562,0.0038231740096778,0.00106988053257473,0.0275212336502001,0.0404273982556433
2,0.513207232510744,0.555250343885588,0.5,0.029993978070159,0.020536603451691,0.577569088447781,0.0191731279071784,0.013207232510744,0.0552503438855876,0.0775690884477812,2.64144650214879,11.0500687771175,15.5138176895562,0.003470460368358,0.00107209797437119,0.0278471202854118,0.039463253126881
2.2,0.514028845482629,0.552182588627824,0.5,0.029677065458802,0.0205975578644605,0.577569088447781,0.0191731279071784,0.0140288454826294,0.0521825886278237,0.0775690884477812,2.80576909652588,10.4365177255647,15.5138176895562,0.00314371397251798,0.00107558041119607,0.0279752196788848,0.0400017806389663
2.4,0.514908577972098,0.549185048904266,0.5,0.0294992106652284,0.0206542420728164,0.577569088447781,0.0191731279071784,0.0149085779720979,0.0491850489042657,0.0775690884477812,2.98171559441958,9.83700978085313,15.5138176895562,0.00284249765594596,0.0010905084151766,0.0279303455819623,0.0393750342754224
2.6,0.515897273798216,0.546244755507932,0.5,0.0294636024342628,0.0207189867214967,0.577569088447781,0.0191731279071784,0.0158972737982158,0.0462447555079322,0.0775690884477812,3.17945475964316,9.24895110158643,15.5138176895562,0.00256485968665655,0.00111884023851282,0.0280568207855019,0.0398215306962
2.8,0.51684416838014,0.543381135220867,0.5,0.0296590797167209,0.0207727032441376,0.577569088447781,0.0191731279071784,0.0168441683801399,0.0433811352208671,0.0775690884477812,3.36883367602798,8.67622704417341,15.5138176895562,0.00231068590201807,0.00116134601104063,0.0281875037762924,0.04131994516607
3,0.51770128262004,0.540547338680555,0.5,0.0296832084456253,0.0208387442691031,0.577569088447781,0.0191731279071784,0.0177012826200399,0.0405473386805546,0.0775690884477812,3.54025652400798,8.10946773611092,15.5138176895562,0.00207582985367229,0.00119235482233501,0.0280393664585761,0.0423320863265506
3.2,0.518500638073771,0.537784337656334,0.5,0.029736211745838,0.0209003522191859,0.577569088447781,0.0191731279071784,0.0185006380737709,0.0377843376563337,0.0775690884477812,3.70012761475418,7.55686753126674,15.5138176895562,0.00186218188840258,0.00122440724859239,0.0282893270624672,0.0414513610887605
3.4,0.519257325849284,0.535062478877031,0.5,0.0297867685255541,0.0209699918468,0.577569088447781,0.0191731279071784,0.0192573258492842,0.0350624788770313,0.0775690884477812,3.85146516985684,7.01249577540626,15.5138176895562,0.0016670112312678,0.00125595297350775,0.0284891698357085,0.0402671583852622
3.6,0.519992956446822,0.532419933938271,0.5,0.0297789884964846,0.0210252917796626,0.577569088447781,0.0191731279071784,0.0199929564468221,0.0324199339382714,0.0775690884477812,3.99859128936442,6.48398678765427,15.5138176895562,0.00149118176632109,0.00128433533986255,0.028603279286449,0.0391612283386726
3.8,0.520656159213976,0.529813012283815,0.5,0.0298935313356778,0.0210657937639833,0.577569088447781,0.0191731279071784,0.020656159213976,0.0298130122838149,0.0775690884477812,4.1312318427952,5.96260245676299,15.5138176895562,0.00133080879188279,0.001318088417557,0.0285200063939782,0.0389921308218987
4,0.521248986231305,0.527268840304192,0.5,0.0300072023056484,0.0211109100911112,0.577569088447781,0.0191731279071784,0.0212489862313053,0.0272688403041917,0.0775690884477812,4.24979724626107,5.45376806083835,15.5138176895562,0.00118762687900661,0.0013497014724077,0.0285646556142337,0.0389224200473501
4.2,0.521783487317498,0.524759599037771,0.5,0.0300240222521684,0.0211560962152942,0.577569088447781,0.0191731279071784,0.0217834873174977,0.0247595990377711,0.0775690884477812,4.35669746349954,4.95191980755423,15.5138176895562,0.0010591114597152,0.00137368710289519,0.0285140981175704,0.038944994309401
4.4,0.522116269232883,0.52229121783327,0.5,0.0300660995067732,0.0212083925341042,0.577569088447781,0.0191731279071784,0.0221162692328827,0.0222912178332697,0.0775690884477812,4.42325384657654,4.45824356665394,15.5138176895562,0.000945299211245804,0.00139080492906393,0.0286129149268237,0.038514076744861
4.6,0.522237393926189,0.519855453155572,0.5,0.0300427017907495,0.0212549488721966,0.577569088447781,0.0191731279071784,0.022237393926189,0.0198554531555725,0.0775690884477812,4.44747878523779,3.97109063111449,15.5138176895562,0.000844715383337925,0.00139476828729822,0.0286151428750281,0.0375110220183542
4.8,0.522329469272507,0.517480930872373,0.5,0.0299812380086879,0.0212944495781316,0.577569088447781,0.0191731279071784,0.0223294692725072,0.0174809308723728,0.0775690884477812,4.46589385450145,3.49618617447456,15.5138176895562,0.000757825248169261,0.00139518577012278,0.02871352049889,0.0369954570435986
5,0.522470890782133,0.515131252125569,0.5,0.0300472077246569,0.0213479772250956,0.577569088447781,0.0191731279071784,0.0224708907821328,0.0151312521255685,0.0775690884477812,4.49417815642656,3.02625042511371,15.5138176895562,0.000683551634724396,0.0014054673225766,0.0287565122823498,0.0371121110067371
5.2,0.522692233623529,0.512821234948454,0.5,0.0301238882160176,0.0213862465441409,0.577569088447781,0.0191731279071784,0.0226922336235286,0.0128212349484544,0.0775690884477812,4.53844672470571,2.56424698969089,15.5138176895562,0.00062067755775125,0.00142005860083384,0.0287674484960866,0.0386526857164828
5.4,0.52285769793459,0.510554151246012,0.5,0.0303887347586663,0.0214243496359169,0.577569088447781,0.0191731279071784,0.0228576979345898,0.0105541512460122,0.0775690884477812,4.57153958691796,2.11083024920244,15.5138176895562,0.000569364498589802,0.00144358249740389,0.0287216627495581,0.0390230962249923
5.6,0.523023509786168,0.508315155547588,0.5,0.0309309400231731,0.0214573441952378,0.577569088447781,0.0191731279071784,0.0230235097861675,0.0083151555475881,0.0775690884477812,4.6047019572335,1.66303110951762,15.5138176895562,0.000528570443629948,0.00148436396657359,0.0288867227430882,0.0388498191399133
5.8,0.523279206257054,0.506110084520855,0.5,0.0313601037315582,0.0214798875729726,0.577569088447781,0.0191731279071784,0.0232792062570536,0.00611008452085515,0.0775690884477812,4.65584125141072,1.22201690417103,15.5138176895562,0.000497759557871517,0.0015228712226838,0.0288619057969293,0.0411541093223865
6,0.523357106525341,0.5039367990347,0.5,0.0317101939413458,0.0215110634175355,0.577569088447781,0.0191731279071784,0.0233571065253406,0.00393679903470001,0.0775690884477812,4.67142130506812,0.787359806940002,15.5138176895562,0.000477284225917578,0.00154853675188219,0.0288626168498878,0.0413753795303321
6.2,0.523307178490299,0.501804719072305,0.5,0.0320852053014096,0.021548267940363,0.577569088447781,0.0191731279071784,0.0233071784902993,0.00180471907230484,0.0775690884477812,4.66143569805986,0.360943814460968,15.5138176895562,0.000466653880427959,0.00157008542259044,0.0287622095421791,0.0436121978515849
6.4,0.523312574400641,0.499707692074118,0.5,0.032554321702091,0.0215834949227176,0.577569088447781,0.0191731279071784,0.0233125744006411,-0.000292307925881863,0.0775690884477812,4.66251488012821,-0.0584615851763726,15.5138176895562,0.00046500184790153,0.00160059960320397,0.0289978093776366,0.0447425917198225
6.6,0.523327541482433,0.497639907764074,0.5,0.0330948822108357,0.0216177595444255,0.577569088447781,0.0191731279071784,0.0233275414824332,-0.00236009223592581,0.0775690884477812,4.66550829648664,-0.472018447185163,15.5138176895562,0.000471958277277679,0.00163671343549968,0.0291011467248554,0.0463153233469278
6.8,0.523321037198109,0.495599891404505,0.5,0.0337505999388005,0.0216543143657454,0.577569088447781,0.0191731279071784,0.0233210371981089,-0.00440010859549539,0.0775690884477812,4.66420743962177,-0.880021719099078,15.5138176895562,0.00048731406290912,0.00168015451471359,0.0290784797273793,0.0455594476470158
7,0.523396470935569,0.493576328815108,0.5,0.0345552881191089,0.0216850612238075,0.577569088447781,0.0191731279071784,0.0233964709355693,-0.00642367118489218,0.0775690884477812,4.67929418711386,-1.28473423697844,15.5138176895562,0.000510524665226385,0.00173853019110547,0.0289932489381287,0.045595183583266
7.2,0.523388523851199,0.491582234178405,0.5,0.0354206423907108,0.0217169967526123,0.577569088447781,0.0191731279071784,0.0233885238511988,-0.00841776582159492,0.0775690884477812,4.67770477023977,-1.68355316431898,15.5138176895562,0.000541473627804426,0.00179859174165969,0.0291037980814339,0.045747576369179
7.4,0.523346834813586,0.489642313314263,0.5,0.0363858151508754,0.021741582143827,0.577569088447781,0.0191731279071784,0.0233468348135861,-0.0103576866857373,0.0775690884477812,4.66936696271723,-2.07153733714747,15.5138176895562,0.000578926444757804,0.0018658124999624,0.0292395578692242,0.0471265352853126
7.6,0.523412203254901,0.487706658530288,0.5,0.0370456291667452,0.0217578276563903,0.577569088447781,0.0191731279071784,0.0234122032549007,-0.0122933414697118,0.0775690884477812,4.68244065098014,-2.45866829394237,15.5138176895562,0.000623432473278516,0.00191722030266576,0.0292514054092025,0.048641414086884
7.8,0.523765654634492,0.485813237156593,0.5,0.037819563514259,0.0217892657849539,0.577569088447781,0.0191731279071784,0.0237656546344924,-0.0141867628434067,0.0775690884477812,4.75313092689849,-2.83735256868134,15.5138176895562,0.000674886684634346,0.0019917037015291,0.0292192820666513,0.0501340934596447
8,0.524242300727146,0.48394581943042,0.5,0.0388024791131847,0.0218192908790284,0.577569088447781,0.0191731279071784,0.0242423007271462,-0.01605418056958,0.0775690884477812,4.84846014542923,-3.210836113916,15.5138176895562,0.000732609477292576,0.00208972617131788,0.0289743147674084,0.0512876404331186
8.2,0.524731108026329,0.482095082601093,0.5,0.039753694501859,0.0218308500342976,0.577569088447781,0.0191731279071784,0.0247311080263287,-0.0179049173989067,0.0775690884477812,4.94622160526574,-3.58098347978133,15.5138176895562,0.000795899594673768,0.00218821535917136,0.0292967924175592,0.0527024597257158
8.4,0.525267006453052,0.480266862236037,0.5,0.0405688244630588,0.0218398764544609,0.577569088447781,0.0191731279071784,0.0252670064530521,-0.0197331377639632,0.0775690884477812,5.05340129061043,-3.94662755279265,15.5138176895562,0.000865034914439683,0.00228032497891582,0.0292385294481229,0.0543586024118605
8.6,0.525831332262712,0.478467109795466,0.5,0.0416677730442104,0.0218523420789167,0.577569088447781,0.0191731279071784,0.0258313322627122,-0.0215328902045335,0.0775690884477812,5.16626645254243,-4.30657804090671,15.5138176895562,0.000939772917123031,0.00239932550811189,0.029319792158935,0.0549867285964544
8.8,0.526473982584414,0.476691233106212,0.5,0.0433647294440256,0.0218791044246113,0.577569088447781,0.0191731279071784,0.0264739825844142,-0.0233087668937879,0.0775690884477812,5.29479651688285,-4.66175337875757,15.5138176895562,0.00102049463468688,0.00257691409977388,0.0290903811825997,0.0574012570994157
9,0.527243445946376,0.474937974474533,0.5,0.0460578521722131,0.0218876001920017,0.577569088447781,0.0191731279071784,0.0272434459463762,-0.0250620255254668,0.0775690884477812,5.44868918927524,-5.01240510509335,15.5138176895562,0.00110558751105084,0.00285855121678705,0.0291015823958055,0.0619871320551205
9.2,0.528224991908681,0.473201609315115,0.5,0.0505433159359801,0.0219084905677412,0.577569088447781,0.0191731279071784,0.0282249919086811,-0.0267983906848847,0.0775690884477812,5.64499838173622,-5.35967813697693,15.5138176895562,0.00119645926103652,0.00334537695031329,0.0292373128701854,0.0664362404510434
