"","time","Statistics","value","Type","log_value"
"1",0,"mean.HR",0.554325045629795,"Kernel",-0.590004039327119
"2",0.2,"mean.HR",0.530092632714671,"Kernel",-0.634703509001061
"3",0.4,"mean.HR",0.521455580191395,"Kernel",-0.651131185175031
"4",0.6,"mean.HR",0.517519012643968,"Kernel",-0.658709015108854
"5",0.8,"mean.HR",0.515007265543237,"Kernel",-0.663574270566969
"6",1,"mean.HR",0.513219153179666,"Kernel",-0.667052325854322
"7",1.2,"mean.HR",0.511957390761646,"Kernel",-0.669513878574364
"8",1.4,"mean.HR",0.510978558001905,"Kernel",-0.671427650516144
"9",1.6,"mean.HR",0.510247972226827,"Kernel",-0.672858451377832
"10",1.8,"mean.HR",0.509628057007104,"Kernel",-0.674074119318441
"11",2,"mean.HR",0.509161827401802,"Kernel",-0.674989380934175
"12",2.2,"mean.HR",0.508708909887827,"Kernel",-0.6758793122924
"13",2.4,"mean.HR",0.508166786979816,"Kernel",-0.676945564462735
"14",2.6,"mean.HR",0.507731531757399,"Kernel",-0.67780245189137
"15",2.8,"mean.HR",0.507395333066536,"Kernel",-0.678464829599625
"16",3,"mean.HR",0.507284388780876,"Kernel",-0.67868350803325
"17",3.2,"mean.HR",0.507237645595617,"Kernel",-0.678775656224631
"18",3.4,"mean.HR",0.507266824193453,"Kernel",-0.678718133367487
"19",3.6,"mean.HR",0.507231318130073,"Kernel",-0.678788130663515
"20",3.8,"mean.HR",0.507249042024421,"Kernel",-0.678753188844934
"21",4,"mean.HR",0.507238360517787,"Kernel",-0.678774246783371
"22",4.2,"mean.HR",0.507244794151118,"Kernel",-0.678761563214796
"23",4.4,"mean.HR",0.507080585451131,"Kernel",-0.679085342358497
"24",4.6,"mean.HR",0.506756960014528,"Kernel",-0.679723759132549
"25",4.8,"mean.HR",0.50618436373649,"Kernel",-0.680854320845458
"26",5,"mean.HR",0.505423633933914,"Kernel",-0.682358322292118
"27",5.2,"mean.HR",0.504430091334183,"Kernel",-0.684326018990045
"28",5.4,"mean.HR",0.503241852688369,"Kernel",-0.686684403985498
"29",5.6,"mean.HR",0.501773113130917,"Kernel",-0.689607227332436
"30",5.8,"mean.HR",0.499831603456839,"Kernel",-0.693484030373797
"31",6,"mean.HR",0.498470420504928,"Kernel",-0.696211028341901
"32",6.2,"mean.HR",0.497936323323634,"Kernel",-0.697283074944866
"33",6.4,"mean.HR",0.496720764611559,"Kernel",-0.69972725260562
"34",6.6,"mean.HR",0.49728775900381,"Kernel",-0.698586428477306
"35",6.8,"mean.HR",0.496736147819021,"Kernel",-0.6996962835575
"36",7,"mean.HR",0.497849526648626,"Kernel",-0.697457402939646
"37",7.2,"mean.HR",0.500710584511418,"Kernel",-0.691727020442035
"38",7.4,"mean.HR",0.50402261655736,"Kernel",-0.685134137795836
"39",7.6,"mean.HR",0.507273112662675,"Kernel",-0.678705736676151
"40",7.8,"mean.HR",0.510261676957257,"Kernel",-0.672831592777442
"41",8,"mean.HR",0.511947509417751,"Kernel",-0.669533179866688
"42",8.2,"mean.HR",0.513358688138113,"Kernel",-0.666780480985496
"43",8.4,"mean.HR",0.51503278850581,"Kernel",-0.663524713343485
"44",8.6,"mean.HR",0.5168384003848,"Kernel",-0.660025025124007
"45",8.8,"mean.HR",0.518813881909143,"Kernel",-0.656210069170105
"46",9,"mean.HR",0.521232479788801,"Kernel",-0.651559118349989
"47",9.2,"mean.HR",0.524282016637915,"Kernel",-0.645725539747928
"48",9.4,"mean.HR",0.528793266039407,"Kernel",-0.637157724944414
"49",9.6,"mean.HR",0.536326965109148,"Kernel",-0.623011294359528
"50",9.8,"mean.HR",0.551413498185969,"Kernel",-0.595270300848089
"51",10,"mean.HR",0.593498824541102,"Kernel",-0.521720045488542
"52",0,"median.HR",0.498200212826841,"Kernel",-0.696753248962576
"53",0.2,"median.HR",0.496682943649158,"Kernel",-0.699803396799777
"54",0.4,"median.HR",0.496998412415724,"Kernel",-0.699168447225169
"55",0.6,"median.HR",0.49619446128215,"Kernel",-0.700787370055678
"56",0.8,"median.HR",0.500615693882556,"Kernel",-0.69191655033093
"57",1,"median.HR",0.499376544125999,"Kernel",-0.694394870349233
"58",1.2,"median.HR",0.500466562858819,"Kernel",-0.692214489933467
"59",1.4,"median.HR",0.499687538033981,"Kernel",-0.693772299838331
"60",1.6,"median.HR",0.4994772028817,"Kernel",-0.694193321811535
"61",1.8,"median.HR",0.500018967687621,"Kernel",-0.693109245904231
