"time","mean.HR","SE.HR","median.HR","X0.","X10.","X20.","X30.","X40.","X50.","X60.","X70.","X80.","X90.","X100.","X0..1","X25.","X50..1","X75.","X100..1","X2.5.","X7.5.","BSE_sim_1","BSE_sim_2","BSE_sim_3","BSE_sim_4","BSE_sim_5","BSE_sim_6","BSE_sim_7","BSE_sim_8","BSE_sim_9","BSE_sim_10","true.hr"
0,0.562674790145484,0.0411595191816763,0.557504526497625,0.506016425004963,0.526671184450099,0.536432889104115,0.53837388202191,0.543660651691876,0.557504526497625,0.569156008485598,0.572784670500723,0.581804952120248,0.607123326770503,0.649894174952668,0.506016425004963,0.538326111261203,0.557504526497625,0.575278163619165,0.649894174952668,0.511180114866247,0.521507494588815,0.0404942808640037,0.0407130585484049,0.0658199223626908,0.0305967136455805,0.0357598679914384,0.0343605957248302,0.039655147597503,0.0418088407205393,0.0467148981579782,0.0433465049727087,0.5
0.2,0.515745794784098,0.0382552317616407,0.515453974021781,0.455612859057933,0.475285171720549,0.490571213750365,0.495713869297205,0.50572516102333,0.515453974021781,0.521800417214475,0.529532021837778,0.540226209721213,0.553490098482375,0.589792746498077,0.455612859057933,0.494513270474339,0.515453974021781,0.534923422069366,0.589792746498077,0.460530937223587,0.470367093554895,0.0440774899609247,0.0425258894513501,0.0600555878963331,0.0262929941960773,0.0339970149011562,0.0318191684002538,0.0405858445071978,0.0459308233826846,0.030311444438309,0.0404989660631722,0.5
0.4,0.486463693482048,0.0351736091882371,0.482414501633436,0.438435425450236,0.444034758548122,0.46231442094327,0.473300072196148,0.479638718792621,0.482414501633436,0.485366153582599,0.494815862954498,0.51036506850084,0.523430643613407,0.556985002087354,0.438435425450236,0.469075682613199,0.482414501633436,0.503311141206805,0.556985002087354,0.439835258724707,0.44263492527365,0.042658044343123,0.0362594623557902,0.0541996478157899,0.0328004784573307,0.0337619590791127,0.0306468359775484,0.0342246471235146,0.0446043054796915,0.028119704409385,0.0385331010736997,0.5
0.6,0.47134273430142,0.0359308778042853,0.460371268700047,0.42423588219309,0.443691489338034,0.449181620908515,0.455281691124554,0.458665272480497,0.460371268700047,0.466843819049263,0.475667305579117,0.484443265741974,0.517845386789335,0.548543075411193,0.42423588219309,0.451895138431911,0.460371268700047,0.476488969240875,0.548543075411193,0.429099783979326,0.438827587551798,0.0385689437647523,0.0278487132188715,0.0507052644378233,0.0455246510551981,0.0327180788826558,0.0311665755853345,0.026074632026896,0.0410980856336766,0.0323081230750224,0.0357253159871921,0.5
0.8,0.469013514435298,0.0429260860809588,0.452214279353914,0.416900742408947,0.436908894390052,0.443159746227219,0.444755331192358,0.447371279770582,0.452214279353914,0.463170595003535,0.478373232415561,0.493132046406694,0.522224786462008,0.560937725157406,0.416900742408947,0.444376910760365,0.452214279353914,0.483876724949104,0.560937725157406,0.421902780404223,0.431906856394775,0.0331200625949702,0.0282042303508231,0.051384579012415,0.0641422564554195,0.0311099964593668,0.0330086661349084,0.0243866782887454,0.0394322744670331,0.0415740444428285,0.0389935653022287,0.5
1,0.477896451848334,0.0547500116529242,0.452635142341905,0.421623911891391,0.427727666066731,0.434601816341302,0.442067638493044,0.448775343636314,0.452635142341905,0.476411905337618,0.513301222135542,0.520680723876724,0.530190936380178,0.588844663830927,0.421623911891391,0.438263959936492,0.452635142341905,0.517564148521296,0.588844663830927,0.423149850435226,0.426201727522896,0.0300940214074698,0.0387602526905046,0.057785608686483,0.0843386387083901,0.0300393127330744,0.0385352235615561,0.0325376823435894,0.0414506111009127,0.0536661864077529,0.0532229324702157,0.5
1.2,0.487972480425158,0.061220793661042,0.468704592865488,0.426643828506158,0.434269526544751,0.43656160790075,0.442935691843754,0.457642438808289,0.468704592865488,0.488498540079921,0.516044362427393,0.526054223053363,0.551858643683985,0.618483828962891,0.426643828506158,0.439070263490491,0.468704592865488,0.51952186925129,0.618483828962891,0.428550253015806,0.432363102035102,0.0342535661361196,0.0463530287504006,0.0624968926880147,0.091847718544856,0.0297854708244007,0.0427313853436836,0.0428524992905518,0.0405689211891613,0.0633850625469522,0.0677637406229717,0.5
1.4,0.49275845279121,0.0553397604920781,0.48367535485486,0.439395096931427,0.44075633762163,0.450974190256941,0.458304309307731,0.473984821845723,0.48367535485486,0.485380004202422,0.494160222362471,0.518821778656316,0.557474675703366,0.617416188960427,0.439395096931427,0.455209936936287,0.48367535485486,0.504872391405543,0.617416188960427,0.439735407103978,0.440416027449079,0.0413547064869805,0.0418487349455552,0.0620706651179036,0.0835702264520383,0.0249710875910033,0.0434931929994335,0.050854140995266,0.035038960205536,0.0683823533732969,0.0736129796847575,0.5
1.6,0.487456624082044,0.0487871710351348,0.475876517021482,0.442449881786578,0.447082302681697,0.451638119914522,0.456318853744257,0.468202204442996,0.475876517021482,0.482034821672981,0.491607810615534,0.503134317253066,0.541614366822469,0.602063668946908,0.442449881786578,0.453959273678718,0.475876517021482,0.493912865882515,0.602063668946908,0.443607987010358,0.445924197457918,0.0461190971431013,0.0346391135095275,0.0588789497588668,0.0694450492475335,0.0304238168191298,0.0454824451895773,0.0494473028434739,0.0319104695443006,0.0578143155339405,0.0625402189945748,0.5
1.8,0.483062552576185,0.0425577858391431,0.477077844443808,0.441108723088012,0.443527542178183,0.444060405994866,0.460309001441896,0.468217005731003,0.477077844443808,0.486858868038297,0.489701276611825,0.496447530837511,0.525104878545697,0.581275001426936,0.441108723088012,0.449905921427019,0.477077844443808,0.490435547069544,0.581275001426936,0.441713427860555,0.44292283740564,0.0474995703793483,0.0392455396267654,0.0596994859771355,0.0637977628465585,0.0361757562721539,0.0503752197909536,0.0429942830934892,0.0345895515650611,0.0539323499974711,0.0522239974077182,0.5
2,0.478642600184017,0.0374255047542703,0.48273889808788,0.430795424760873,0.439862931129504,0.447590515588821,0.457855657752678,0.473700986208363,0.48273889808788,0.484812089968141,0.486890871538829,0.490543927926664,0.507859412242218,0.562417886820214,0.430795424760873,0.452336651250292,0.48273889808788,0.487430677712044,0.562417886820214,0.43306230135303,0.437596054537346,0.0511997243873147,0.0417326103760722,0.0644184645292603,0.0540653904278372,0.0410582948478664,0.0601923530993468,0.0413589916493539,0.0451178948938923,0.0548390396118449,0.0499193049030506,0.5
2.2,0.477025730423381,0.029760712363248,0.479379346898527,0.435421580053221,0.43606239705878,0.45445816235934,0.468196768040134,0.47361235800061,0.479379346898527,0.484594385599287,0.486052327834684,0.490278378481602,0.503372591837272,0.535854738493737,0.435421580053221,0.462309826364971,0.479379346898527,0.487244685865835,0.535854738493737,0.435581784304611,0.43590219280739,0.0503648982377898,0.0468359687400749,0.0634017685385117,0.0486413231178209,0.0457838665757206,0.0773825981326248,0.0392649083739863,0.0501727814237134,0.0629140223507328,0.0486375705437803,0.5
2.4,0.481340753496324,0.0285019377671042,0.482061475128126,0.428562916392878,0.446616137149903,0.464493602206787,0.473441241355797,0.478302625042328,0.482061475128126,0.487680224244504,0.494107216113519,0.50072156238271,0.518812451044842,0.519948837398166,0.428562916392878,0.470239972702057,0.482061475128126,0.49547212422218,0.519948837398166,0.433076221582135,0.442102831960647,0.0533270290398757,0.0437621053677777,0.0659784467695625,0.0444694084478618,0.0436713727716244,0.0886641918606746,0.0374473560433733,0.0517448214460429,0.0647915714041596,0.0465449839614033,0.5
2.6,0.486923588535167,0.0306553032431361,0.487278858851224,0.422863922721815,0.454603189947087,0.473738812005942,0.480285543556762,0.483883633757116,0.487278858851224,0.494419548414035,0.50386364266319,0.508054008032908,0.514197337997728,0.532970975939026,0.422863922721815,0.478585525618813,0.487278858851224,0.505905371619757,0.532970975939026,0.430798739528133,0.446668373140769,0.0534468587667509,0.037512143484157,0.0713248952717268,0.0422425863579142,0.0436195168926195,0.0858298444504191,0.0388567426019421,0.0506970663182563,0.0628204389767443,0.0404279191409099,0.5
2.8,0.489151979340695,0.033114996311289,0.50103314854684,0.414933470919291,0.459196550999661,0.471055029493495,0.477042349196073,0.491264547411147,0.50103314854684,0.503504137377412,0.505995982886154,0.509254836073372,0.514615832109281,0.53277588773492,0.414933470919291,0.474308772715204,0.50103314854684,0.507553657994053,0.53277588773492,0.425999240939383,0.448130780979569,0.0553661946966272,0.0365660162522408,0.0743869204074469,0.0411874517633571,0.0458315605282597,0.0844897376842258,0.0390984797070193,0.0494811868230442,0.0624724987993188,0.0362913770301164,0.5
3,0.489717147696811,0.0368076390506531,0.501392599577647,0.408967951121807,0.459955858345451,0.465933400082215,0.471251315462036,0.489220547773851,0.501392599577647,0.50543409586438,0.511625572836575,0.518312557490823,0.521507787199302,0.533286938910831,0.408967951121807,0.46788283358228,0.501392599577647,0.515621171620292,0.533286938910831,0.421714927927718,0.44720888153954,0.0535804195988303,0.0413455992291546,0.0786238953891174,0.0424449811275291,0.0493224309249882,0.0848365995233016,0.0395909365199517,0.0500794485745401,0.064364512855459,0.0380022209047439,0.5
3.2,0.489586091869179,0.0418719004499407,0.493620674334882,0.406880493391294,0.456878663613271,0.463151884913858,0.463856655440623,0.477194707269065,0.493620674334882,0.502637227502594,0.511634272952359,0.530261569234956,0.539492283487579,0.539838578420493,0.406880493391294,0.463518960485619,0.493620674334882,0.522131639610087,0.539838578420493,0.419380035946788,0.444379121057776,0.0563490799781525,0.0484581001104359,0.0839344137738777,0.0438641989734519,0.0542266517216567,0.0829652966052283,0.040085962201347,0.0483204924865561,0.0643118176898477,0.044762952375296,0.5
3.4,0.486317444210372,0.042979365881479,0.480186893238126,0.409973744231443,0.447427100917754,0.461453035823051,0.465891270226703,0.470206849662902,0.480186893238126,0.491643403513537,0.505876599142535,0.527202303729345,0.534921404316019,0.554709281512676,0.409973744231443,0.464623477707594,0.480186893238126,0.518698765875424,0.554709281512676,0.419337083403021,0.438063761746176,0.060066339557382,0.0559646670076269,0.0795802679106688,0.042887566652867,0.0592789386866718,0.0857465085325205,0.0427364254710144,0.0475638860602113,0.0636665292572654,0.0471568560829044,0.5
3.6,0.485640998031679,0.0467633547788185,0.473114196839804,0.413515878932855,0.439927010817211,0.458822935581218,0.464146807350607,0.468585518532322,0.473114196839804,0.483568432698868,0.504466718817496,0.52572152027573,0.53844156887025,0.571740389632111,0.413515878932855,0.46328953605228,0.473114196839804,0.516680848030132,0.571740389632111,0.420118661903944,0.433324227846122,0.0608828110781037,0.06199785065853,0.0768481373543788,0.0426127525568903,0.0658269613653636,0.087206003777238,0.0447983955948114,0.0491360707503455,0.0627089263004761,0.0435990979685043,0.5
3.8,0.484392375773576,0.0528099428756151,0.468238385818074,0.417996484733383,0.433466677378,0.447195807659483,0.453776459216057,0.45566148479003,0.468238385818074,0.487175840298904,0.505088758816399,0.527230445892321,0.545539617119814,0.586946171786868,0.417996484733383,0.451476254284844,0.468238385818074,0.517119557894128,0.586946171786868,0.421864032894537,0.429599129216846,0.0623786194564621,0.0643064664317858,0.0775125507650234,0.0432805376623745,0.0663501900928208,0.0838499340126871,0.0435853590611132,0.0557133338803151,0.0609591211425578,0.0359577948464129,0.5
4,0.48345116852365,0.0579798221090231,0.465784793825341,0.424028588233115,0.428301635397497,0.431221199430496,0.442251410393663,0.447373272890414,0.465784793825341,0.48967469561357,0.508721203094967,0.536180553737289,0.5549189410152,0.589506560128597,0.424028588233115,0.435553471723281,0.465784793825341,0.523979752322392,0.589506560128597,0.425096850024211,0.427233373606402,0.0621834314408933,0.0614336733941352,0.0795058915655035,0.0452460513265185,0.0621229343306783,0.0757568535517489,0.041363068901535,0.0628216081397579,0.0607560000125385,0.0322624230648327,0.5
4.2,0.481060249590137,0.0622801315586482,0.464146774491352,0.412752688992746,0.415508904957551,0.432266836042878,0.437661408676693,0.442252021811035,0.464146774491352,0.487284781602392,0.507014158386393,0.543733971089212,0.563946787021012,0.585094412420249,0.412752688992746,0.436837489908582,0.464146774491352,0.527748900159867,0.585094412420249,0.413441742983947,0.41481985096635,0.05939174294677,0.0590003638973752,0.0773873168815163,0.0492933468341874,0.060654934409155,0.0671490221545973,0.0399003163346605,0.0690851156102165,0.0627071593812924,0.0313048762138958,0.5
4.4,0.478616482827513,0.0663861417026416,0.470455595749656,0.400622880814079,0.404716553070219,0.424041671322512,0.429017315500825,0.447324073727549,0.470455595749656,0.484557019489422,0.504890335497454,0.547155458075605,0.570966355249055,0.581034052606265,0.400622880814079,0.428851408386454,0.470455595749656,0.528413800419054,0.581034052606265,0.401646298878114,0.403693135006184,0.056791429071826,0.0581013815626031,0.0764306149178229,0.0564624914485595,0.0649911441891547,0.062553712396455,0.0385902529686986,0.0759689339041754,0.0627898288774007,0.0305600413749367,0.5
4.6,0.476212729216876,0.0720219183966104,0.475435119430996,0.383860590022106,0.399569077607519,0.41295075328845,0.420113717739263,0.451260062320877,0.475435119430996,0.48231762372067,0.503534425765679,0.550796317976496,0.574470645991271,0.584031687522316,0.383860590022106,0.417379072619864,0.475435119430996,0.530283000926169,0.584031687522316,0.387787711918459,0.395641955711166,0.053498262310534,0.0623388265110213,0.076851259811381,0.0664200095455158,0.0709971656864345,0.0603857787930873,0.0366382481497341,0.0791626660147935,0.0634403487294608,0.0294533342408098,0.5
4.8,0.47299126132382,0.076103700027186,0.478392992516287,0.375087806078881,0.394576823888957,0.398837209937635,0.410620593813915,0.452676515944639,0.478392992516287,0.480807466424988,0.501760208871911,0.550604381138376,0.573148809343149,0.586391066603279,0.375087806078881,0.403382248047522,0.478392992516287,0.529773291104231,0.586391066603279,0.3799600605314,0.389704569436438,0.0495782193328443,0.06551111769652,0.0768221568711362,0.0749537467208234,0.0775322695447052,0.0617427719866051,0.0363760059115961,0.0811126961407186,0.0652826643939475,0.0305329267778319,0.5
5,0.472944841123774,0.0770181932815046,0.475920597603631,0.370572787330259,0.391898341421037,0.403986319567448,0.407058639517406,0.447428226172638,0.475920597603631,0.485915135741347,0.512308841606311,0.550134901835669,0.571839224436513,0.585330237129252,0.370572787330259,0.406645474000057,0.475920597603631,0.533378310848133,0.585330237129252,0.375904175852953,0.386566952898343,0.0499795538806075,0.0702264758229166,0.0771342751448689,0.0791800561023585,0.0840434838088679,0.0653924949190391,0.0366369909938164,0.0833368295263078,0.0645149186875235,0.0351596238650679,0.5
