"","time","Statistics","value","Type","log_value"
"1",0,"mean.HR",0.772596124460828,"Kernel",-0.257998844992374
"2",0.2,"mean.HR",0.527518547845362,"Kernel",-0.639571252457921
"3",0.4,"mean.HR",0.394836417661295,"Kernel",-0.929283732360613
"4",0.6,"mean.HR",0.346237521986405,"Kernel",-1.06063025971435
"5",0.8,"mean.HR",0.343943710324401,"Kernel",-1.06727726777595
"6",1,"mean.HR",0.347552774495864,"Kernel",-1.05683875645538
"7",1.2,"mean.HR",0.355522818288142,"Kernel",-1.03416584533417
"8",1.4,"mean.HR",0.358715925492687,"Kernel",-1.02522449762436
"9",1.6,"mean.HR",0.361547751324469,"Kernel",-1.01736115392285
"10",1.8,"mean.HR",0.362418784645417,"Kernel",-1.01495487214612
"11",2,"mean.HR",0.362243792099825,"Kernel",-1.01543783498871
"12",2.2,"mean.HR",0.361704925660595,"Kernel",-1.01692652203388
"13",2.4,"mean.HR",0.361271366145997,"Kernel",-1.01812589626367
"14",2.6,"mean.HR",0.360929198355806,"Kernel",-1.01907346632277
"15",2.8,"mean.HR",0.36036034537554,"Kernel",-1.02065078878127
"16",3,"mean.HR",0.360294140487301,"Kernel",-1.0208345242321
"17",3.2,"mean.HR",0.360244036988779,"Kernel",-1.02097359666482
"18",3.4,"mean.HR",0.360544010912493,"Kernel",-1.02014124673364
"19",3.6,"mean.HR",0.361199092528145,"Kernel",-1.01832596982301
"20",3.8,"mean.HR",0.36185339861813,"Kernel",-1.01651612537438
"21",4,"mean.HR",0.362396525874494,"Kernel",-1.0150162912983
"22",4.2,"mean.HR",0.362641480452819,"Kernel",-1.01434058992676
"23",4.4,"mean.HR",0.362739969554995,"Kernel",-1.01406903872352
"24",4.6,"mean.HR",0.363309484252575,"Kernel",-1.01250023425325
"25",4.8,"mean.HR",0.364145654344866,"Kernel",-1.0102013420847
"26",5,"mean.HR",0.364950160477144,"Kernel",-1.00799448136095
"27",5.2,"mean.HR",0.365755465712969,"Kernel",-1.00579029534402
"28",5.4,"mean.HR",0.366544853063784,"Kernel",-1.00363438297767
"29",5.6,"mean.HR",0.367355946893726,"Kernel",-1.00142401841554
"30",5.8,"mean.HR",0.368187859455298,"Kernel",-0.999161983417433
"31",6,"mean.HR",0.368791048133638,"Kernel",-0.997525060550803
"32",6.2,"mean.HR",0.369743378516573,"Kernel",-0.994946085552734
"33",6.4,"mean.HR",0.370528064752075,"Kernel",-0.992826088796064
"34",6.6,"mean.HR",0.371272593874703,"Kernel",-0.990818731795298
"35",6.8,"mean.HR",0.372377716275612,"Kernel",-0.987846573512422
"36",7,"mean.HR",0.373758404761264,"Kernel",-0.984145666874529
"37",7.2,"mean.HR",0.375010570093962,"Kernel",-0.980801066491739
"38",7.4,"mean.HR",0.376363835270282,"Kernel",-0.97719895646537
"39",7.6,"mean.HR",0.376171194788485,"Kernel",-0.97771093392372
"40",7.8,"mean.HR",0.375673209516077,"Kernel",-0.979035637126619
"41",8,"mean.HR",0.376272581710672,"Kernel",-0.977441446884378
"42",8.2,"mean.HR",0.376526318224514,"Kernel",-0.976767331862496
"43",8.4,"mean.HR",0.377983157342749,"Kernel",-0.972905641649569
"44",8.6,"mean.HR",0.379504746663907,"Kernel",-0.968888174546392
"45",8.8,"mean.HR",0.380739153652079,"Kernel",-0.965640774409527
"46",9,"mean.HR",0.382960300189144,"Kernel",-0.959823950032658
"47",9.2,"mean.HR",0.387153247289357,"Kernel",-0.948934676507047
"48",9.4,"mean.HR",0.393465822352473,"Kernel",-0.932761070417873
"49",9.6,"mean.HR",0.403758213278717,"Kernel",-0.90693906216619
"50",9.8,"mean.HR",0.420861071895738,"Kernel",-0.865452495257312
"51",10,"mean.HR",0.491434155097773,"Kernel",-0.710427315616993
"52",0,"median.HR",0.715326701230909,"Kernel",-0.335015915848002
"53",0.2,"median.HR",0.436517490512185,"Kernel",-0.828926834603345
"54",0.4,"median.HR",0.355881997668675,"Kernel",-1.03315607030033
"55",0.6,"median.HR",0.339631779961506,"Kernel",-1.07989324835353
"56",0.8,"median.HR",0.332979050847088,"Kernel",-1.09967570134974
"57",1,"median.HR",0.33711960753761,"Kernel",-1.08731749308922
"58",1.2,"median.HR",0.346724922304464,"Kernel",-1.0592235445238
"59",1.4,"median.HR",0.352303228360569,"Kernel",-1.04326303000799
"60",1.6,"median.HR",0.355333694605112,"Kernel",-1.03469794621265
"61",1.8,"median.HR",0.354872726804619,"Kernel",-1.03599606983229
"62",2,"median.HR",0.353393439699476,"Kernel",-1.04017328265459
"63",2.2,"median.HR",0.352865421014642,"Kernel",-1.04166853832523
"64",2.4,"median.HR",0.351686078834297,"Kernel",-1.0450163227869
"65",2.6,"median.HR",0.352256085644878,"Kernel",-1.04339685185896
"66",2.8,"median.HR",0.351593135191928,"Kernel",-1.04528063784429
"67",3,"median.HR",0.353038430919507,"Kernel",-1.04117835851433
"68",3.2,"median.HR",0.3508615360494,"Kernel",-1.04736361753537
"69",3.4,"median.HR",0.348659968926538,"Kernel",-1.0536581327896
"70",3.6,"median.HR",0.349849643006275,"Kernel",-1.05025180821015
"71",3.8,"median.HR",0.350948982873422,"Kernel",-1.04711441401928
"72",4,"median.HR",0.355682431208967,"Kernel",-1.03371699340678
"73",4.2,"median.HR",0.355683718271538,"Kernel",-1.03371337484108
"74",4.4,"median.HR",0.355801363588064,"Kernel",-1.03338267130113
"75",4.6,"median.HR",0.352089679783611,"Kernel",-1.04386936372041
"76",4.8,"median.HR",0.353045760419918,"Kernel",-1.04115759753284
"77",5,"median.HR",0.354392203561798,"Kernel",-1.03735105947232
"78",5.2,"median.HR",0.35630494063813,"Kernel",-1.03196833995475
"79",5.4,"median.HR",0.357619381363525,"Kernel",-1.0282860387076
"80",5.6,"median.HR",0.357588103625704,"Kernel",-1.02837350350207
"81",5.8,"median.HR",0.35896240945258,"Kernel",-1.02453760502197
