"theta","tau"
16.692,0.453530777456479
16.693,0.453533089664189
16.694,0.453535401634786
16.695,0.453537713368306
16.696,0.453540024864787
16.697,0.453542336124266
16.698,0.45354464714678
16.699,0.453546957932366
16.7,0.453549268481061
16.701,0.453551578792902
16.702,0.453553888867927
16.703,0.453556198706172
16.704,0.453558508307675
16.705,0.453560817672472
16.706,0.453563126800601
16.707,0.453565435692098
16.708,0.453567744347001
16.709,0.453570052765347
16.71,0.453572360947173
16.711,0.453574668892515
16.712,0.453576976601411
16.713,0.453579284073898
16.714,0.453581591310013
16.715,0.453583898309792
16.716,0.453586205073273
16.717,0.453588511600493
16.718,0.453590817891489
16.719,0.453593123946297
16.72,0.453595429764954
16.721,0.453597735347499
16.722,0.453600040693966
16.723,0.453602345804394
16.724,0.453604650678819
16.725,0.453606955317278
16.726,0.453609259719809
16.727,0.453611563886447
16.728,0.45361386781723
16.729,0.453616171512195
16.73,0.453618474971378
16.731,0.453620778194817
16.732,0.453623081182548
16.733,0.453625383934608
16.734,0.453627686451034
16.735,0.453629988731863
16.736,0.453632290777132
16.737,0.453634592586877
16.738,0.453636894161135
16.739,0.453639195499943
16.74,0.453641496603338
16.741,0.453643797471356
16.742,0.453646098104035
16.743,0.453648398501411
16.744,0.453650698663521
16.745,0.453652998590402
16.746,0.45365529828209
16.747,0.453657597738622
16.748,0.453659896960035
16.749,0.453662195946365
16.75,0.45366449469765
16.751,0.453666793213926
16.752,0.453669091495229
16.753,0.453671389541597
16.754,0.453673687353065
16.755,0.453675984929672
16.756,0.453678282271453
16.757,0.453680579378445
16.758,0.453682876250684
16.759,0.453685172888208
16.76,0.453687469291053
16.761,0.453689765459255
16.762,0.453692061392852
16.763,0.453694357091879
16.764,0.453696652556374
16.765,0.453698947786373
16.766,0.453701242781913
16.767,0.453703537543029
16.768,0.45370583206976
16.769,0.453708126362141
16.77,0.453710420420208
16.771,0.453712714243999
16.772,0.45371500783355
16.773,0.453717301188898
16.774,0.453719594310078
16.775,0.453721887197129
16.776,0.453724179850085
16.777,0.453726472268983
16.778,0.453728764453861
16.779,0.453731056404755
16.78,0.4537333481217
16.781,0.453735639604734
16.782,0.453737930853893
16.783,0.453740221869213
16.784,0.453742512650731
16.785,0.453744803198483
16.786,0.453747093512506
16.787,0.453749383592837
16.788,0.453751673439511
16.789,0.453753963052565
16.79,0.453756252432035
16.791,0.453758541577958
16.792,0.45376083049037
16.793,0.453763119169308
16.794,0.453765407614808
16.795,0.453767695826906
16.796,0.453769983805639
16.797,0.453772271551043
16.798,0.453774559063154
16.799,0.453776846342009
16.8,0.453779133387644
16.801,0.453781420200095
16.802,0.453783706779399
16.803,0.453785993125592
16.804,0.45378827923871
16.805,0.45379056511879
16.806,0.453792850765867
16.807,0.453795136179979
16.808,0.453797421361161
16.809,0.453799706309449
16.81,0.453801991024881
16.811,0.453804275507491
16.812,0.453806559757317
16.813,0.453808843774395
16.814,0.45381112755876
16.815,0.453813411110449
16.816,0.453815694429498
16.817,0.453817977515944
16.818,0.453820260369823
16.819,0.45382254299117
16.82,0.453824825380022
16.821,0.453827107536416
16.822,0.453829389460386
16.823,0.45383167115197
16.824,0.453833952611204
16.825,0.453836233838124
16.826,0.453838514832765
16.827,0.453840795595164
16.828,0.453843076125357
16.829,0.453845356423381
16.83,0.453847636489271
16.831,0.453849916323063
16.832,0.453852195924793
16.833,0.453854475294498
16.834,0.453856754432214
16.835,0.453859033337977
16.836,0.453861312011822
16.837,0.453863590453786
16.838,0.453865868663904
16.839,0.453868146642214
16.84,0.45387042438875
16.841,0.45387270190355
16.842,0.453874979186648
16.843,0.453877256238081
16.844,0.453879533057885
16.845,0.453881809646096
16.846,0.453884086002749
16.847,0.453886362127882
16.848,0.453888638021529
16.849,0.453890913683727
16.85,0.453893189114511
16.851,0.453895464313919
16.852,0.453897739281984
16.853,0.453900014018745
16.854,0.453902288524235
16.855,0.453904562798492
16.856,0.453906836841551
16.857,0.453909110653449
16.858,0.45391138423422
16.859,0.453913657583901
16.86,0.453915930702528
16.861,0.453918203590136
16.862,0.453920476246762
16.863,0.453922748672441
16.864,0.45392502086721
16.865,0.453927292831103
16.866,0.453929564564157
16.867,0.453931836066408
16.868,0.453934107337891
16.869,0.453936378378642
16.87,0.453938649188698
16.871,0.453940919768093
16.872,0.453943190116864
16.873,0.453945460235047
16.874,0.453947730122676
16.875,0.453949999779789
16.876,0.45395226920642
16.877,0.453954538402605
16.878,0.453956807368381
16.879,0.453959076103782
16.88,0.453961344608846
16.881,0.453963612883606
16.882,0.4539658809281
16.883,0.453968148742362
16.884,0.453970416326429
16.885,0.453972683680335
16.886,0.453974950804118
16.887,0.453977217697812
16.888,0.453979484361453
16.889,0.453981750795077
16.89,0.453984016998719
16.891,0.453986282972416
16.892,0.453988548716202
16.893,0.453990814230113
16.894,0.453993079514185
16.895,0.453995344568454
16.896,0.453997609392955
16.897,0.453999873987724
16.898,0.454002138352796
16.899,0.454004402488207
16.9,0.454006666393993
16.901,0.454008930070188
16.902,0.454011193516829
16.903,0.454013456733952
16.904,0.454015719721591
16.905,0.454017982479782
16.906,0.454020245008561
16.907,0.454022507307963
16.908,0.454024769378024
16.909,0.45402703121878
16.91,0.454029292830265
16.911,0.454031554212515
16.912,0.454033815365567
16.913,0.454036076289454
16.914,0.454038336984213
16.915,0.45404059744988
16.916,0.454042857686489
16.917,0.454045117694076
16.918,0.454047377472677
16.919,0.454049637022327
16.92,0.454051896343061
16.921,0.454054155434915
16.922,0.454056414297924
16.923,0.454058672932123
16.924,0.454060931337549
16.925,0.454063189514236
16.926,0.45406544746222
16.927,0.454067705181536
16.928,0.45406996267222
16.929,0.454072219934306
16.93,0.454074476967831
16.931,0.454076733772829
16.932,0.454078990349337
16.933,0.454081246697388
16.934,0.454083502817019
16.935,0.454085758708265
16.936,0.454088014371161
16.937,0.454090269805742
16.938,0.454092525012045
16.939,0.454094779990103
16.94,0.454097034739953
16.941,0.454099289261629
16.942,0.454101543555167
16.943,0.454103797620602
16.944,0.45410605145797
16.945,0.454108305067305
16.946,0.454110558448643
16.947,0.454112811602019
16.948,0.454115064527469
16.949,0.454117317225027
16.95,0.454119569694728
16.951,0.454121821936609
16.952,0.454124073950703
16.953,0.454126325737047
16.954,0.454128577295675
16.955,0.454130828626623
16.956,0.454133079729926
16.957,0.454135330605618
16.958,0.454137581253736
16.959,0.454139831674314
16.96,0.454142081867387
16.961,0.454144331832991
16.962,0.45414658157116
16.963,0.45414883108193
16.964,0.454151080365335
16.965,0.454153329421412
16.966,0.454155578250194
16.967,0.454157826851718
16.968,0.454160075226017
16.969,0.454162323373128
16.97,0.454164571293085
16.971,0.454166818985923
16.972,0.454169066451678
16.973,0.454171313690384
16.974,0.454173560702076
16.975,0.45417580748679
16.976,0.45417805404456
16.977,0.454180300375422
16.978,0.45418254647941
16.979,0.454184792356559
16.98,0.454187038006905
16.981,0.454189283430482
16.982,0.454191528627326
16.983,0.454193773597471
16.984,0.454196018340952
16.985,0.454198262857804
16.986,0.454200507148063
16.987,0.454202751211762
16.988,0.454204995048938
16.989,0.454207238659624
16.99,0.454209482043857
16.991,0.45421172520167
16.992,0.454213968133099
16.993,0.454216210838178
16.994,0.454218453316943
16.995,0.454220695569428
16.996,0.454222937595668
16.997,0.454225179395698
16.998,0.454227420969553
16.999,0.454229662317268
17,0.454231903438877
17.001,0.454234144334416
17.002,0.454236385003919
17.003,0.454238625447421
17.004,0.454240865664956
17.005,0.454243105656561
17.006,0.454245345422269
17.007,0.454247584962115
17.008,0.454249824276134
17.009,0.454252063364361
17.01,0.45425430222683
17.011,0.454256540863577
17.012,0.454258779274636
17.013,0.454261017460041
17.014,0.454263255419828
17.015,0.454265493154032
17.016,0.454267730662686
17.017,0.454269967945826
17.018,0.454272205003487
17.019,0.454274441835703
17.02,0.454276678442508
17.021,0.454278914823938
17.022,0.454281150980027
17.023,0.45428338691081
17.024,0.454285622616322
17.025,0.454287858096596
17.026,0.454290093351669
17.027,0.454292328381574
17.028,0.454294563186346
17.029,0.45429679776602
17.03,0.45429903212063
17.031,0.454301266250211
17.032,0.454303500154798
17.033,0.454305733834425
17.034,0.454307967289127
17.035,0.454310200518938
17.036,0.454312433523893
17.037,0.454314666304027
17.038,0.454316898859373
17.039,0.454319131189967
17.04,0.454321363295844
17.041,0.454323595177037
17.042,0.454325826833582
17.043,0.454328058265512
17.044,0.454330289472862
17.045,0.454332520455668
17.046,0.454334751213963
17.047,0.454336981747781
17.048,0.454339212057158
17.049,0.454341442142128
17.05,0.454343672002725
17.051,0.454345901638984
17.052,0.454348131050939
17.053,0.454350360238625
17.054,0.454352589202076
17.055,0.454354817941326
17.056,0.454357046456411
17.057,0.454359274747364
17.058,0.45436150281422
17.059,0.454363730657013
17.06,0.454365958275778
17.061,0.454368185670549
17.062,0.45437041284136
17.063,0.454372639788247
17.064,0.454374866511242
17.065,0.454377093010381
17.066,0.454379319285699
17.067,0.454381545337228
17.068,0.454383771165004
17.069,0.454385996769062
17.07,0.454388222149434
17.071,0.454390447306157
17.072,0.454392672239263
17.073,0.454394896948788
17.074,0.454397121434765
17.075,0.45439934569723
17.076,0.454401569736215
17.077,0.454403793551757
17.078,0.454406017143888
17.079,0.454408240512643
17.08,0.454410463658056
17.081,0.454412686580162
17.082,0.454414909278995
17.083,0.454417131754589
17.084,0.454419354006978
17.085,0.454421576036197
17.086,0.45442379784228
17.087,0.454426019425261
17.088,0.454428240785173
17.089,0.454430461922053
17.09,0.454432682835933
17.091,0.454434903526848
17.092,0.454437123994831
17.093,0.454439344239918
17.094,0.454441564262142
17.095,0.454443784061538
17.096,0.454446003638139
17.097,0.454448222991981
17.098,0.454450442123096
17.099,0.454452661031519
17.1,0.454454879717284
17.101,0.454457098180425
17.102,0.454459316420977
17.103,0.454461534438974
17.104,0.454463752234449
17.105,0.454465969807436
17.106,0.454468187157971
17.107,0.454470404286086
17.108,0.454472621191816
17.109,0.454474837875195
17.11,0.454477054336257
17.111,0.454479270575037
17.112,0.454481486591567
17.113,0.454483702385882
17.114,0.454485917958017
17.115,0.454488133308005
17.116,0.45449034843588
17.117,0.454492563341676
17.118,0.454494778025427
17.119,0.454496992487168
17.12,0.454499206726931
17.121,0.454501420744752
17.122,0.454503634540664
17.123,0.454505848114701
17.124,0.454508061466897
17.125,0.454510274597286
17.126,0.454512487505902
17.127,0.454514700192779
17.128,0.45451691265795
17.129,0.45451912490145
17.13,0.454521336923313
17.131,0.454523548723572
17.132,0.454525760302262
17.133,0.454527971659416
17.134,0.454530182795068
17.135,0.454532393709253
17.136,0.454534604402003
17.137,0.454536814873353
17.138,0.454539025123336
17.139,0.454541235151988
17.14,0.45454344495934
17.141,0.454545654545428
17.142,0.454547863910284
17.143,0.454550073053944
17.144,0.45455228197644
17.145,0.454554490677807
17.146,0.454556699158078
17.147,0.454558907417286
17.148,0.454561115455467
17.149,0.454563323272653
17.15,0.454565530868879
17.151,0.454567738244178
17.152,0.454569945398584
17.153,0.45457215233213
17.154,0.454574359044851
17.155,0.45457656553678
17.156,0.454578771807951
17.157,0.454580977858398
17.158,0.454583183688154
17.159,0.454585389297252
17.16,0.454587594685728
17.161,0.454589799853614
17.162,0.454592004800944
17.163,0.454594209527752
17.164,0.454596414034072
17.165,0.454598618319936
17.166,0.45460082238538
17.167,0.454603026230435
17.168,0.454605229855137
17.169,0.454607433259519
17.17,0.454609636443614
17.171,0.454611839407456
17.172,0.454614042151079
17.173,0.454616244674516
17.174,0.454618446977801
17.175,0.454620649060967
17.176,0.454622850924049
17.177,0.454625052567078
17.178,0.454627253990091
17.179,0.454629455193119
17.18,0.454631656176196
17.181,0.454633856939356
17.182,0.454636057482633
17.183,0.454638257806059
17.184,0.45464045790967
17.185,0.454642657793497
17.186,0.454644857457575
17.187,0.454647056901937
17.188,0.454649256126616
17.189,0.454651455131647
17.19,0.454653653917062
17.191,0.454655852482896
17.192,0.454658050829181
17.193,0.454660248955951
17.194,0.454662446863239
17.195,0.45466464455108
17.196,0.454666842019506
17.197,0.454669039268551
17.198,0.454671236298248
17.199,0.454673433108631
17.2,0.454675629699733
17.201,0.454677826071588
17.202,0.454680022224228
17.203,0.454682218157689
17.204,0.454684413872002
17.205,0.454686609367201
17.206,0.45468880464332
17.207,0.454690999700392
17.208,0.45469319453845
17.209,0.454695389157528
17.21,0.454697583557659
17.211,0.454699777738876
17.212,0.454701971701214
17.213,0.454704165444704
17.214,0.454706358969381
17.215,0.454708552275277
17.216,0.454710745362427
17.217,0.454712938230863
17.218,0.454715130880619
17.219,0.454717323311727
17.22,0.454719515524223
17.221,0.454721707518137
17.222,0.454723899293505
17.223,0.454726090850358
17.224,0.454728282188731
17.225,0.454730473308657
17.226,0.454732664210168
17.227,0.454734854893299
17.228,0.454737045358081
17.229,0.45473923560455
17.23,0.454741425632737
17.231,0.454743615442676
17.232,0.454745805034401
17.233,0.454747994407944
17.234,0.454750183563339
17.235,0.454752372500618
17.236,0.454754561219815
17.237,0.454756749720964
17.238,0.454758938004097
17.239,0.454761126069247
17.24,0.454763313916448
17.241,0.454765501545733
17.242,0.454767688957135
17.243,0.454769876150686
17.244,0.454772063126421
17.245,0.454774249884373
17.246,0.454776436424573
17.247,0.454778622747057
17.248,0.454780808851855
17.249,0.454782994739003
17.25,0.454785180408532
17.251,0.454787365860477
17.252,0.454789551094869
17.253,0.454791736111742
17.254,0.454793920911129
17.255,0.454796105493064
17.256,0.454798289857578
17.257,0.454800474004706
17.258,0.45480265793448
17.259,0.454804841646933
17.26,0.454807025142099
17.261,0.454809208420009
17.262,0.454811391480699
17.263,0.454813574324199
17.264,0.454815756950544
17.265,0.454817939359766
17.266,0.454820121551898
17.267,0.454822303526973
17.268,0.454824485285025
17.269,0.454826666826086
17.27,0.454828848150188
17.271,0.454831029257366
17.272,0.454833210147652
17.273,0.454835390821078
17.274,0.454837571277679
17.275,0.454839751517486
17.276,0.454841931540533
17.277,0.454844111346852
17.278,0.454846290936477
17.279,0.45484847030944
17.28,0.454850649465775
17.281,0.454852828405513
17.282,0.454855007128688
17.283,0.454857185635333
17.284,0.454859363925481
17.285,0.454861541999165
17.286,0.454863719856416
17.287,0.454865897497269
17.288,0.454868074921756
17.289,0.45487025212991
17.29,0.454872429121763
17.291,0.454874605897349
17.292,0.4548767824567
17.293,0.45487895879985
17.294,0.45488113492683
17.295,0.454883310837673
17.296,0.454885486532413
17.297,0.454887662011083
17.298,0.454889837273714
17.299,0.45489201232034
17.3,0.454894187150993
17.301,0.454896361765706
17.302,0.454898536164513
17.303,0.454900710347445
17.304,0.454902884314535
17.305,0.454905058065817
17.306,0.454907231601322
17.307,0.454909404921084
17.308,0.454911578025135
17.309,0.454913750913508
17.31,0.454915923586235
17.311,0.45491809604335
17.312,0.454920268284884
17.313,0.454922440310871
17.314,0.454924612121343
17.315,0.454926783716333
17.316,0.454928955095874
17.317,0.454931126259998
17.318,0.454933297208737
17.319,0.454935467942125
17.32,0.454937638460194
17.321,0.454939808762976
17.322,0.454941978850505
17.323,0.454944148722812
17.324,0.454946318379931
17.325,0.454948487821894
17.326,0.454950657048733
17.327,0.454952826060481
17.328,0.454954994857172
17.329,0.454957163438836
17.33,0.454959331805507
17.331,0.454961499957217
17.332,0.454963667893999
17.333,0.454965835615886
17.334,0.454968003122909
17.335,0.454970170415102
17.336,0.454972337492497
17.337,0.454974504355126
17.338,0.454976671003022
17.339,0.454978837436218
17.34,0.454981003654745
17.341,0.454983169658636
17.342,0.454985335447925
17.343,0.454987501022643
17.344,0.454989666382822
17.345,0.454991831528496
17.346,0.454993996459696
17.347,0.454996161176456
17.348,0.454998325678806
17.349,0.455000489966781
17.35,0.455002654040412
17.351,0.455004817899732
17.352,0.455006981544773
17.353,0.455009144975568
17.354,0.455011308192148
17.355,0.455013471194547
17.356,0.455015633982796
17.357,0.455017796556928
17.358,0.455019958916976
17.359,0.455022121062972
17.36,0.455024282994948
17.361,0.455026444712936
17.362,0.455028606216969
17.363,0.455030767507078
17.364,0.455032928583298
17.365,0.455035089445659
17.366,0.455037250094194
17.367,0.455039410528936
17.368,0.455041570749916
17.369,0.455043730757168
17.37,0.455045890550722
17.371,0.455048050130612
17.372,0.45505020949687
17.373,0.455052368649528
17.374,0.455054527588618
17.375,0.455056686314172
17.376,0.455058844826224
17.377,0.455061003124804
17.378,0.455063161209946
17.379,0.455065319081681
17.38,0.455067476740042
17.381,0.455069634185061
17.382,0.45507179141677
17.383,0.455073948435201
17.384,0.455076105240387
17.385,0.455078261832359
17.386,0.455080418211151
17.387,0.455082574376793
17.388,0.455084730329319
17.389,0.45508688606876
17.39,0.455089041595148
17.391,0.455091196908516
17.392,0.455093352008896
17.393,0.45509550689632
17.394,0.45509766157082
17.395,0.455099816032428
17.396,0.455101970281176
17.397,0.455104124317097
17.398,0.455106278140222
17.399,0.455108431750584
17.4,0.455110585148214
17.401,0.455112738333145
17.402,0.455114891305409
17.403,0.455117044065038
17.404,0.455119196612064
17.405,0.455121348946519
17.406,0.455123501068435
17.407,0.455125652977844
17.408,0.455127804674778
17.409,0.455129956159269
17.41,0.455132107431349
17.411,0.455134258491051
17.412,0.455136409338406
17.413,0.455138559973446
17.414,0.455140710396203
17.415,0.455142860606709
17.416,0.455145010604997
17.417,0.455147160391097
17.418,0.455149309965043
17.419,0.455151459326866
17.42,0.455153608476598
17.421,0.455155757414271
17.422,0.455157906139916
17.423,0.455160054653567
17.424,0.455162202955254
17.425,0.455164351045011
17.426,0.455166498922867
17.427,0.455168646588856
17.428,0.45517079404301
17.429,0.45517294128536
17.43,0.455175088315938
17.431,0.455177235134777
17.432,0.455179381741907
17.433,0.455181528137361
17.434,0.455183674321171
17.435,0.455185820293368
17.436,0.455187966053985
17.437,0.455190111603054
17.438,0.455192256940605
17.439,0.455194402066671
17.44,0.455196546981284
17.441,0.455198691684476
17.442,0.455200836176278
17.443,0.455202980456722
17.444,0.45520512452584
17.445,0.455207268383664
17.446,0.455209412030226
17.447,0.455211555465557
17.448,0.455213698689689
17.449,0.455215841702655
17.45,0.455217984504484
17.451,0.455220127095211
17.452,0.455222269474865
17.453,0.45522441164348
17.454,0.455226553601086
17.455,0.455228695347715
17.456,0.4552308368834
17.457,0.455232978208171
17.458,0.455235119322061
17.459,0.455237260225101
17.46,0.455239400917323
17.461,0.455241541398759
17.462,0.45524368166944
17.463,0.455245821729399
17.464,0.455247961578665
17.465,0.455250101217273
17.466,0.455252240645252
17.467,0.455254379862634
17.468,0.455256518869453
17.469,0.455258657665738
17.47,0.455260796251521
17.471,0.455262934626835
17.472,0.455265072791711
17.473,0.45526721074618
17.474,0.455269348490274
17.475,0.455271486024024
17.476,0.455273623347463
17.477,0.455275760460622
17.478,0.455277897363532
17.479,0.455280034056225
17.48,0.455282170538733
17.481,0.455284306811087
17.482,0.455286442873318
17.483,0.455288578725459
17.484,0.45529071436754
17.485,0.455292849799594
17.486,0.455294985021652
17.487,0.455297120033744
17.488,0.455299254835904
17.489,0.455301389428162
17.49,0.45530352381055
17.491,0.4553056579831
17.492,0.455307791945842
17.493,0.455309925698809
17.494,0.455312059242031
17.495,0.455314192575541
17.496,0.455316325699369
17.497,0.455318458613548
17.498,0.455320591318109
17.499,0.455322723813082
17.5,0.455324856098501
17.501,0.455326988174395
17.502,0.455329120040797
17.503,0.455331251697737
17.504,0.455333383145248
17.505,0.455335514383361
17.506,0.455337645412106
17.507,0.455339776231516
17.508,0.455341906841622
17.509,0.455344037242456
17.51,0.455346167434048
17.511,0.45534829741643
17.512,0.455350427189633
17.513,0.455352556753689
17.514,0.455354686108629
17.515,0.455356815254485
17.516,0.455358944191287
17.517,0.455361072919068
17.518,0.455363201437858
17.519,0.455365329747689
17.52,0.455367457848591
17.521,0.455369585740597
17.522,0.455371713423738
17.523,0.455373840898045
17.524,0.455375968163549
17.525,0.455378095220282
17.526,0.455380222068274
17.527,0.455382348707558
17.528,0.455384475138164
17.529,0.455386601360124
17.53,0.455388727373468
17.531,0.455390853178229
17.532,0.455392978774437
17.533,0.455395104162123
17.534,0.455397229341319
17.535,0.455399354312057
17.536,0.455401479074366
17.537,0.455403603628279
17.538,0.455405727973827
17.539,0.455407852111041
17.54,0.455409976039951
17.541,0.45541209976059
17.542,0.455414223272988
17.543,0.455416346577177
17.544,0.455418469673187
17.545,0.455420592561051
17.546,0.455422715240798
17.547,0.455424837712461
17.548,0.45542695997607
17.549,0.455429082031656
17.55,0.455431203879251
17.551,0.455433325518885
17.552,0.455435446950591
17.553,0.455437568174398
17.554,0.455439689190338
17.555,0.455441809998443
17.556,0.455443930598742
17.557,0.455446050991268
17.558,0.455448171176051
17.559,0.455450291153123
17.56,0.455452410922514
17.561,0.455454530484255
17.562,0.455456649838378
17.563,0.455458768984914
17.564,0.455460887923894
17.565,0.455463006655348
17.566,0.455465125179308
17.567,0.455467243495804
17.568,0.455469361604869
17.569,0.455471479506532
17.57,0.455473597200824
17.571,0.455475714687778
17.572,0.455477831967423
17.573,0.455479949039791
17.574,0.455482065904913
17.575,0.455484182562819
17.576,0.455486299013541
17.577,0.45548841525711
17.578,0.455490531293556
17.579,0.45549264712291
17.58,0.455494762745204
17.581,0.455496878160468
17.582,0.455498993368734
17.583,0.455501108370032
17.584,0.455503223164392
17.585,0.455505337751847
17.586,0.455507452132427
17.587,0.455509566306162
17.588,0.455511680273084
17.589,0.455513794033224
17.59,0.455515907586612
17.591,0.45551802093328
17.592,0.455520134073257
17.593,0.455522247006576
17.594,0.455524359733266
17.595,0.45552647225336
17.596,0.455528584566886
17.597,0.455530696673877
17.598,0.455532808574364
17.599,0.455534920268376
17.6,0.455537031755945
17.601,0.455539143037102
17.602,0.455541254111877
17.603,0.455543364980302
17.604,0.455545475642406
17.605,0.455547586098222
17.606,0.455549696347779
17.607,0.455551806391108
17.608,0.45555391622824
17.609,0.455556025859207
17.61,0.455558135284038
17.611,0.455560244502764
17.612,0.455562353515416
17.613,0.455564462322025
17.614,0.455566570922622
17.615,0.455568679317237
17.616,0.455570787505901
17.617,0.455572895488645
17.618,0.455575003265499
17.619,0.455577110836494
17.62,0.455579218201662
17.621,0.455581325361031
17.622,0.455583432314634
17.623,0.4555855390625
17.624,0.455587645604661
17.625,0.455589751941148
17.626,0.455591858071989
17.627,0.455593963997218
17.628,0.455596069716863
17.629,0.455598175230956
17.63,0.455600280539528
17.631,0.455602385642608
17.632,0.455604490540229
17.633,0.455606595232419
17.634,0.45560869971921
17.635,0.455610804000632
17.636,0.455612908076717
17.637,0.455615011947494
17.638,0.455617115612994
17.639,0.455619219073247
17.64,0.455621322328286
17.641,0.455623425378138
17.642,0.455625528222837
17.643,0.455627630862411
17.644,0.455629733296892
17.645,0.455631835526309
17.646,0.455633937550695
17.647,0.455636039370078
17.648,0.45563814098449
17.649,0.455640242393961
17.65,0.455642343598521
17.651,0.455644444598202
17.652,0.455646545393033
17.653,0.455648645983046
17.654,0.45565074636827
17.655,0.455652846548736
17.656,0.455654946524474
17.657,0.455657046295515
17.658,0.45565914586189
17.659,0.455661245223629
17.66,0.455663344380762
17.661,0.455665443333319
17.662,0.455667542081332
17.663,0.455669640624831
17.664,0.455671738963845
17.665,0.455673837098406
17.666,0.455675935028543
17.667,0.455678032754288
17.668,0.455680130275671
17.669,0.455682227592721
17.67,0.45568432470547
17.671,0.455686421613948
17.672,0.455688518318185
17.673,0.455690614818211
17.674,0.455692711114058
17.675,0.455694807205754
17.676,0.455696903093331
17.677,0.455698998776819
17.678,0.455701094256248
17.679,0.455703189531649
17.68,0.455705284603052
17.681,0.455707379470486
17.682,0.455709474133984
17.683,0.455711568593574
17.684,0.455713662849287
17.685,0.455715756901154
17.686,0.455717850749204
17.687,0.455719944393468
17.688,0.455722037833977
17.689,0.45572413107076
17.69,0.455726224103848
17.691,0.45572831693327
17.692,0.455730409559058
17.693,0.455732501981242
17.694,0.455734594199851
17.695,0.455736686214917
17.696,0.455738778026468
17.697,0.455740869634536
17.698,0.45574296103915
17.699,0.455745052240342
17.7,0.45574714323814
17.701,0.455749234032576
17.702,0.455751324623679
17.703,0.455753415011479
17.704,0.455755505196008
17.705,0.455757595177294
17.706,0.455759684955368
17.707,0.455761774530261
17.708,0.455763863902002
17.709,0.455765953070622
17.71,0.45576804203615
17.711,0.455770130798617
17.712,0.455772219358053
17.713,0.455774307714489
17.714,0.455776395867953
17.715,0.455778483818477
17.716,0.45578057156609
17.717,0.455782659110822
17.718,0.455784746452705
17.719,0.455786833591767
17.72,0.455788920528038
17.721,0.45579100726155
17.722,0.455793093792331
17.723,0.455795180120412
17.724,0.455797266245824
17.725,0.455799352168595
17.726,0.455801437888757
17.727,0.455803523406339
17.728,0.45580560872137
17.729,0.455807693833883
17.73,0.455809778743905
17.731,0.455811863451467
17.732,0.4558139479566
17.733,0.455816032259333
17.734,0.455818116359696
17.735,0.45582020025772
17.736,0.455822283953434
17.737,0.455824367446867
17.738,0.455826450738052
17.739,0.455828533827016
17.74,0.45583061671379
17.741,0.455832699398404
17.742,0.455834781880888
17.743,0.455836864161273
17.744,0.455838946239587
17.745,0.455841028115861
17.746,0.455843109790124
17.747,0.455845191262407
17.748,0.45584727253274
17.749,0.455849353601152
17.75,0.455851434467674
17.751,0.455853515132334
17.752,0.455855595595164
17.753,0.455857675856193
17.754,0.455859755915451
17.755,0.455861835772967
17.756,0.455863915428772
17.757,0.455865994882896
17.758,0.455868074135368
17.759,0.455870153186218
17.76,0.455872232035476
17.761,0.455874310683172
17.762,0.455876389129335
17.763,0.455878467373996
17.764,0.455880545417185
17.765,0.45588262325893
17.766,0.455884700899263
17.767,0.455886778338212
17.768,0.455888855575807
17.769,0.455890932612079
17.77,0.455893009447057
17.771,0.455895086080771
17.772,0.455897162513251
17.773,0.455899238744525
17.774,0.455901314774625
17.775,0.45590339060358
17.776,0.45590546623142
17.777,0.455907541658174
17.778,0.455909616883872
17.779,0.455911691908543
17.78,0.455913766732219
17.781,0.455915841354927
17.782,0.455917915776699
17.783,0.455919989997563
17.784,0.45592206401755
17.785,0.455924137836689
17.786,0.455926211455009
17.787,0.455928284872541
17.788,0.455930358089314
17.789,0.455932431105358
17.79,0.455934503920702
17.791,0.455936576535376
17.792,0.45593864894941
17.793,0.455940721162833
17.794,0.455942793175676
17.795,0.455944864987967
17.796,0.455946936599736
17.797,0.455949008011013
17.798,0.455951079221828
17.799,0.45595315023221
17.8,0.455955221042188
17.801,0.455957291651793
17.802,0.455959362061054
17.803,0.45596143227
17.804,0.455963502278661
17.805,0.455965572087067
17.806,0.455967641695247
17.807,0.455969711103231
17.808,0.455971780311048
17.809,0.455973849318728
17.81,0.455975918126301
17.811,0.455977986733795
17.812,0.455980055141241
17.813,0.455982123348668
17.814,0.455984191356106
17.815,0.455986259163583
17.816,0.455988326771131
17.817,0.455990394178777
17.818,0.455992461386551
17.819,0.455994528394484
17.82,0.455996595202604
17.821,0.455998661810942
17.822,0.456000728219526
17.823,0.456002794428385
17.824,0.45600486043755
17.825,0.45600692624705
17.826,0.456008991856915
17.827,0.456011057267173
17.828,0.456013122477854
17.829,0.456015187488988
17.83,0.456017252300604
17.831,0.456019316912731
17.832,0.456021381325399
17.833,0.456023445538638
17.834,0.456025509552476
17.835,0.456027573366944
17.836,0.45602963698207
17.837,0.456031700397883
17.838,0.456033763614414
17.839,0.456035826631692
17.84,0.456037889449745
17.841,0.456039952068604
17.842,0.456042014488298
17.843,0.456044076708856
17.844,0.456046138730307
17.845,0.45604820055268
17.846,0.456050262176006
17.847,0.456052323600314
17.848,0.456054384825632
17.849,0.45605644585199
17.85,0.456058506679417
17.851,0.456060567307943
17.852,0.456062627737597
17.853,0.456064687968408
17.854,0.456066748000406
17.855,0.45606880783362
17.856,0.456070867468078
17.857,0.456072926903811
