"time","mean.kernel","mean.cox","true.HR","SE.kernel","SE.cox","mean.cox.con","SE.cox.con","bias.kernel","bias.cox","bias.cox.con","r.bias.kernel","r.bias.cox","r.bias.cox.con","MSE.cox","MSE.kernel","ABSE","CI.coverage.percent","mean.cIL.kernel","mean.cIU.kernel","mean.B.q1.kernel","mean.B.q3.kernel","mean.q1.kernel","mean.q3.kernel","cox.ABSE","cox.CI.coverage.percent","mean.cIL.cox","mean.cIU.cox","mean.B.q1.cox","mean.B.q3.cox","IQR.simulations.cox","IQR.boot.cox","IQR.simulations.kernel","IQR.boot.kernel"
0,0.587093820448718,0.661595930688166,0.5,0.171868249407537,0.0594172414100215,0.601116190979125,0.0659258451040141,0.0870938204487176,0.161595930688166,0.101116190979125,17.4187640897435,32.3191861376333,20.2232381958249,0.029610512470704,0.0370573659908955,0.26493567705758,94.7,0.317018232778249,1.21229536304954,0.481873226508763,0.72911535382238,0.619143005738501,0.702363962855176,0.0666532077995456,18.5,0.545050591718891,0.809123719951708,0.619373096919813,0.708477351295616,0.083220957116675,0.0891042543758027,0.216348425272764,0.247242127313616
0.2,0.584322854612067,0.658278102475346,0.5,0.148554767676487,0.0599259526899841,0.601116190979125,0.0659258451040141,0.0843228546120671,0.158278102475346,0.101116190979125,16.8645709224134,31.6556204950691,20.2232381958249,0.0286108755336587,0.0291276666237196,0.174978422009002,93.6,0.350767387992949,1.03363417483393,0.492793712000237,0.705570506206057,0.615600653265122,0.699476534852482,0.0672613151845554,21.2,0.540748980025985,0.807234914139492,0.615672592468809,0.705607986533516,0.0838758815873599,0.089935394064707,0.190147140565777,0.212776794205821
0.4,0.585209662874497,0.655738892184076,0.5,0.134178376600019,0.0602795926200926,0.601116190979125,0.0659258451040141,0.0852096628744973,0.155738892184076,0.101116190979125,17.0419325748995,31.1477784368153,20.2232381958249,0.0278567414544268,0.0252212982591959,0.148515044367915,91.9,0.373638806533189,0.959570847803306,0.503259127395379,0.692539417187505,0.612980827693349,0.697095212816604,0.0677017379227716,23.4,0.53751644884043,0.805745595681491,0.612873454276546,0.70338392319185,0.0841143851232555,0.0905104689153037,0.17214988565254,0.189280289792126
0.6,0.588381252021822,0.653543819671558,0.5,0.123227970202661,0.0606198668441344,0.601116190979125,0.0659258451040141,0.0883812520218217,0.153543819671558,0.101116190979125,17.6762504043643,30.7087639343116,20.2232381958249,0.0272195784688074,0.0229582349815908,0.133532000899307,89.5,0.392266228607347,0.920056542713037,0.513448687445821,0.685681073595962,0.610466180642941,0.695088639292622,0.0680700708536107,25.2,0.534783975343038,0.804451737284691,0.610471232079339,0.701479017254127,0.0846224586496804,0.0910077851747878,0.159028309850227,0.172232386150141
0.8,0.592820613871555,0.651562937185096,0.5,0.113742345005315,0.0609197409547321,0.601116190979125,0.0659258451040141,0.0928206138715554,0.151562937185096,0.101116190979125,18.5641227743111,30.3125874370192,20.2232381958249,0.0266521753759511,0.021518531554199,0.122295851882184,86.9,0.408851423294818,0.892740757130345,0.523434306226667,0.682203723179725,0.608644546704657,0.693715073931691,0.0683998127958276,27.1,0.532281851594499,0.803279197711202,0.608301284690907,0.699735447947616,0.0850705272270339,0.0914341632567088,0.148850175930767,0.158769416953058
1,0.597956354640504,0.649721504768321,0.5,0.105566425522016,0.0611902385693416,0.601116190979125,0.0659258451040141,0.0979563546405039,0.149721504768321,0.101116190979125,19.5912709281008,29.9443009536641,20.2232381958249,0.0261308991418252,0.0207078654762776,0.113604769720496,84.8,0.423380605513792,0.872971344590882,0.5327437976397,0.680791085508462,0.606644136406643,0.692041908441521,0.0687019894407665,29.1,0.529980569608934,0.80218230685155,0.606271544451299,0.698112502844114,0.0853977720348778,0.0918409583928149,0.136401334652311,0.148047287868762
1.2,0.603615135176512,0.648053576142491,0.5,0.0989712916975494,0.0614387282603523,0.601116190979125,0.0659258451040141,0.103615135176512,0.148053576142491,0.101116190979125,20.7230270353025,29.6107152284983,20.2232381958249,0.025665138882617,0.0205011163849631,0.107250322242195,82.7,0.43577633541119,0.860850543082373,0.541351401646579,0.681286925239129,0.605167938740348,0.690336033321488,0.0689681701463367,30.5,0.527944841773997,0.801174358824578,0.604449850524561,0.696626446621267,0.0851680945811394,0.0921765960967061,0.127327895100104,0.139935523592549
1.4,0.60962658038464,0.646477938778716,0.5,0.0944075984493851,0.0616606441125251,0.601116190979125,0.0659258451040141,0.10962658038464,0.146477938778716,0.101116190979125,21.925316076928,29.2955877557431,20.2232381958249,0.0252287907554448,0.0209009680091561,0.103231525017902,78.8,0.446115223166422,0.855402547082617,0.548889488991157,0.684000859815444,0.603251963860558,0.688726181747663,0.0692209273282056,31.5,0.525994703874482,0.800214130758154,0.602714200320105,0.695226553770356,0.0854742178871057,0.0925123534502509,0.123056903754797,0.135111370824287
1.6,0.615934903726837,0.644955113953566,0.5,0.092389351047196,0.0618684253959042,0.601116190979125,0.0659258451040141,0.115934903726837,0.144955113953566,0.101116190979125,23.1869807453674,28.9910227907131,20.2232381958249,0.024811048371827,0.0219462120848013,0.101530397822158,76.5,0.454062641509694,0.857010648749887,0.555538741249935,0.68832569659749,0.601503978301739,0.687510378164741,0.0694648072313976,32.2,0.52411028572154,0.799281743865921,0.601050901029583,0.69388199688894,0.086006399863002,0.0928310958593574,0.120874316758538,0.132786955347555
1.8,0.622465686682186,0.64352572132787,0.5,0.0930827961449815,0.062051227154677,0.601116190979125,0.0659258451040141,0.122465686682186,0.14352572132787,0.101116190979125,24.4931373364371,28.7051442655739,20.2232381958249,0.0244217154038913,0.0236299569887805,0.102018089684115,74.8,0.459468595302691,0.864386817931799,0.561382249269298,0.694506804179094,0.600145262514892,0.686346817597285,0.0696900486843678,33.5,0.522381606780473,0.798408045396093,0.599473500652495,0.692622866927611,0.0862015550823931,0.0931493662751158,0.118186175840781,0.133124554909796
